Fitness Function,Constraint,Constraint Handling Method,Particle Inertia,Personal Confidence,Swarm Confidence,Population Size,Particle Speed Limit,Final Fitness,Optimum Found After,Iterations,Environment
Schaffer,Constraint 3,Rejection Method,0.05,0.8,1.6,13,13,0.9830255103218709,12.333333333333334,31.033333333333335,"Schaffer, Const3, Rejection"
Schaffer,Constraint 3,Rejection Method,0.1,0.8,1.6,13,13,0.9982340984194676,12.6,31.6,"Schaffer, Const3, Rejection"
Schaffer,Constraint 3,Rejection Method,0.25,0.8,1.6,13,13,0.9736576811314896,11.966666666666667,25.7,"Schaffer, Const3, Rejection"
Schaffer,Constraint 3,Rejection Method,0.3,0.8,1.6,1,13,0.5702247910853812,4.066666666666666,50.0,"Schaffer, Const3, Rejection"
Schaffer,Constraint 3,Rejection Method,0.3,0.8,1.6,5,13,0.8696923043948384,11.9,40.233333333333334,"Schaffer, Const3, Rejection"
Schaffer,Constraint 3,Rejection Method,0.3,0.8,1.6,10,13,0.9790888372443839,11.733333333333333,33.5,"Schaffer, Const3, Rejection"
Schaffer,Constraint 3,Rejection Method,0.3,0.8,1.6,13,1,0.9614867696281869,31.8,45.03333333333333,"Schaffer, Const3, Rejection"
Schaffer,Constraint 3,Rejection Method,0.3,0.8,1.6,13,5,0.9861334844134128,14.633333333333333,31.3,"Schaffer, Const3, Rejection"
Schaffer,Constraint 3,Rejection Method,0.3,0.8,1.6,13,10,0.9928702405289989,14.066666666666666,26.266666666666666,"Schaffer, Const3, Rejection"
Schaffer,Constraint 3,Rejection Method,0.3,0.8,1.6,13,15,0.9971193546584561,11.866666666666667,26.033333333333335,"Schaffer, Const3, Rejection"
Schaffer,Constraint 3,Rejection Method,0.3,0.8,1.6,13,20,0.9726503235217439,14.0,29.566666666666666,"Schaffer, Const3, Rejection"
Schaffer,Constraint 3,Rejection Method,0.3,0.8,1.6,25,13,0.9999060334192229,9.566666666666666,15.233333333333333,"Schaffer, Const3, Rejection"
Schaffer,Constraint 3,Rejection Method,0.3,0.8,1.6,50,13,0.9999765083548058,8.1,9.433333333333334,"Schaffer, Const3, Rejection"
Schaffer,Constraint 3,Rejection Method,0.3,0.8,1.6,100,13,1.0,6.666666666666667,6.666666666666667,"Schaffer, Const3, Rejection"
Schaffer,Constraint 3,Rejection Method,0.5,0.8,1.6,13,13,0.9956342695554399,12.666666666666666,22.733333333333334,"Schaffer, Const3, Rejection"
Schaffer,Constraint 3,Rejection Method,1.0,0.8,1.6,13,13,0.9998825417740286,22.9,28.066666666666666,"Schaffer, Const3, Rejection"
Schaffer,Constraint 4,Penalty Method,0.05,0.8,1.6,13,13,0.9628859468256844,12.633333333333333,35.233333333333334,"Schaffer, Const4, Penalty"
Schaffer,Constraint 4,Penalty Method,0.1,0.8,1.6,13,13,0.9520464858497691,13.566666666666666,39.766666666666666,"Schaffer, Const4, Penalty"
Schaffer,Constraint 4,Penalty Method,0.25,0.8,1.6,13,13,0.9610729946160265,13.3,27.466666666666665,"Schaffer, Const4, Penalty"
Schaffer,Constraint 4,Penalty Method,0.3,0.8,1.6,1,13,0.5733724058250204,4.1,50.0,"Schaffer, Const4, Penalty"
Schaffer,Constraint 4,Penalty Method,0.3,0.8,1.6,5,13,0.7925018832189941,14.233333333333333,44.56666666666667,"Schaffer, Const4, Penalty"
Schaffer,Constraint 4,Penalty Method,0.3,0.8,1.6,10,13,0.897038605245679,15.333333333333334,33.53333333333333,"Schaffer, Const4, Penalty"
Schaffer,Constraint 4,Penalty Method,0.3,0.8,1.6,13,1,0.9424990044531406,36.86666666666667,47.96666666666667,"Schaffer, Const4, Penalty"
Schaffer,Constraint 4,Penalty Method,0.3,0.8,1.6,13,5,0.9758433793899479,18.166666666666668,29.2,"Schaffer, Const4, Penalty"
Schaffer,Constraint 4,Penalty Method,0.3,0.8,1.6,13,10,0.9568033067001269,15.866666666666667,35.2,"Schaffer, Const4, Penalty"
Schaffer,Constraint 4,Penalty Method,0.3,0.8,1.6,13,15,0.9818104428506996,13.733333333333333,31.066666666666666,"Schaffer, Const4, Penalty"
Schaffer,Constraint 4,Penalty Method,0.3,0.8,1.6,13,20,0.9783074223036259,12.166666666666666,28.566666666666666,"Schaffer, Const4, Penalty"
Schaffer,Constraint 4,Penalty Method,0.3,0.8,1.6,25,13,0.9998355584836401,10.666666666666666,20.633333333333333,"Schaffer, Const4, Penalty"
Schaffer,Constraint 4,Penalty Method,0.3,0.8,1.6,50,13,0.9999765083548058,8.733333333333333,10.133333333333333,"Schaffer, Const4, Penalty"
Schaffer,Constraint 4,Penalty Method,0.3,0.8,1.6,100,13,1.0,7.933333333333334,7.933333333333334,"Schaffer, Const4, Penalty"
Schaffer,Constraint 4,Penalty Method,0.5,0.8,1.6,13,13,0.988341231793326,16.8,23.266666666666666,"Schaffer, Const4, Penalty"
Schaffer,Constraint 4,Penalty Method,1.0,0.8,1.6,13,13,0.9999295250644171,24.633333333333333,27.233333333333334,"Schaffer, Const4, Penalty"
Schaffer,Constraint 4,Rejection Method,0.05,0.8,1.6,13,13,0.964237348950417,11.366666666666667,33.333333333333336,"Schaffer, Const4, Rejection"
Schaffer,Constraint 4,Rejection Method,0.1,0.8,1.6,13,13,0.9548192895434727,12.9,43.266666666666666,"Schaffer, Const4, Rejection"
Schaffer,Constraint 4,Rejection Method,0.25,0.8,1.6,13,13,0.9537713873484371,12.9,34.4,"Schaffer, Const4, Rejection"
Schaffer,Constraint 4,Rejection Method,0.3,0.8,1.6,1,13,0.5813979920198632,4.2,50.0,"Schaffer, Const4, Rejection"
Schaffer,Constraint 4,Rejection Method,0.3,0.8,1.6,5,13,0.7392155956977997,9.566666666666666,46.166666666666664,"Schaffer, Const4, Rejection"
Schaffer,Constraint 4,Rejection Method,0.3,0.8,1.6,10,13,0.8889475248688,13.5,38.266666666666666,"Schaffer, Const4, Rejection"
Schaffer,Constraint 4,Rejection Method,0.3,0.8,1.6,13,1,0.9350248272456084,41.43333333333333,49.7,"Schaffer, Const4, Rejection"
Schaffer,Constraint 4,Rejection Method,0.3,0.8,1.6,13,5,0.9819185298321015,16.166666666666668,39.833333333333336,"Schaffer, Const4, Rejection"
Schaffer,Constraint 4,Rejection Method,0.3,0.8,1.6,13,10,0.9778269418875755,12.2,36.266666666666666,"Schaffer, Const4, Rejection"
Schaffer,Constraint 4,Rejection Method,0.3,0.8,1.6,13,15,0.9663063474843834,11.833333333333334,26.5,"Schaffer, Const4, Rejection"
Schaffer,Constraint 4,Rejection Method,0.3,0.8,1.6,13,20,0.9498108311239409,11.866666666666667,37.86666666666667,"Schaffer, Const4, Rejection"
Schaffer,Constraint 4,Rejection Method,0.3,0.8,1.6,25,13,0.9998120668384459,9.2,20.6,"Schaffer, Const4, Rejection"
Schaffer,Constraint 4,Rejection Method,0.3,0.8,1.6,50,13,0.9998825417740286,9.033333333333333,16.133333333333333,"Schaffer, Const4, Rejection"
Schaffer,Constraint 4,Rejection Method,0.3,0.8,1.6,100,13,0.9999765083548058,8.166666666666666,9.7,"Schaffer, Const4, Rejection"
Schaffer,Constraint 4,Rejection Method,0.5,0.8,1.6,13,13,0.9768151281725687,11.933333333333334,25.9,"Schaffer, Const4, Rejection"
Schaffer,Constraint 4,Rejection Method,1.0,0.8,1.6,13,13,0.9995355791405621,21.2,32.03333333333333,"Schaffer, Const4, Rejection"
