Fitness Function,Constraint,Constraint Used,Constraint Handling Method,Particle Inertia,Personal Confidence,Swarm Confidence,Population Size,Particle Speed Limit,Final Fitness,Optimum Found After,Iterations
Langermann,Constraint 4,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,6,6
Langermann,Constraint 4,true,Penalty Method,0.3,2.0,1.0,13,13,0.999898714386866,48,50
Langermann,Constraint 4,true,Penalty Method,0.3,2.0,1.0,13,13,0.9240562723981666,34,50
Langermann,Constraint 4,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,39,39
Langermann,Constraint 4,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,26,26
Langermann,Constraint 4,true,Penalty Method,0.3,2.0,1.0,13,13,0.8889680337662123,36,50
Langermann,Constraint 4,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,14,14
Langermann,Constraint 4,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,18,18
Langermann,Constraint 4,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,14,14
Langermann,Constraint 4,true,Penalty Method,0.3,2.0,1.0,13,13,0.9918091601764102,30,50
Langermann,Constraint 4,true,Penalty Method,0.3,2.0,1.0,13,13,0.5667129705070789,32,50
Langermann,Constraint 4,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,18,18
Langermann,Constraint 4,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,7,7
Langermann,Constraint 4,true,Penalty Method,0.3,2.0,1.0,13,13,0.9802174955847216,45,50
Langermann,Constraint 4,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,31,31
Langermann,Constraint 4,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,23,23
Langermann,Constraint 4,true,Penalty Method,0.3,2.0,1.0,13,13,0.9997231276867629,35,50
Langermann,Constraint 4,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,8,8
Schaffer,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,1.0,27,27
Schaffer,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,1.0,38,38
Schaffer,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,1.0,36,36
Schaffer,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,0.9992952506441721,7,50
Schaffer,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,0.9992952506441721,17,50
Schaffer,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,1.0,19,19
Schaffer,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,0.9992952506441721,20,50
Schaffer,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,1.0,26,26
Schaffer,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,0.8310724429367105,45,50
Schaffer,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,1.0,37,37
Schaffer,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,0.9992952506441721,48,50
Schaffer,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,1.0,31,31
Schaffer,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,0.9992952506441721,14,50
Schaffer,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,1.0,28,28
Schaffer,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,1.0,12,12
Schaffer,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,1.0,37,37
Schaffer,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,1.0,16,16
Schaffer,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,1.0,25,25
Schaffer,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,1.0,7,7
Schaffer,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,1.0,10,10
Schaffer,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,1.0,16,16
Schaffer,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,1.0,32,32
Schaffer,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,1.0,23,23
Schaffer,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,0.9992952506441721,32,50
Schaffer,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,1.0,27,27
Schaffer,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,1.0,22,22
Schaffer,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,1.0,35,35
Schaffer,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,0.7108476836904459,23,50
Schaffer,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,1.0,17,17
Schaffer,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,0.9992952506441721,18,50
Schaffer,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,0.655711330787525,16,50
Schaffer,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,13,13
Schaffer,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,31,31
Schaffer,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,18,18
Schaffer,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,18,18
Schaffer,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,11,11
Schaffer,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,10,10
Schaffer,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,23,23
Schaffer,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,0.9992952506441721,13,50
Schaffer,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,8,8
Schaffer,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,6,6
Schaffer,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,22,22
Schaffer,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,0.9992952506441721,11,50
Schaffer,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,6,6
Schaffer,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,9,9
Schaffer,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,14,14
Schaffer,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,25,25
Schaffer,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,4,4
Schaffer,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,0.9992952506441721,14,50
Schaffer,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,16,16
Schaffer,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,27,27
Schaffer,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,12,12
Schaffer,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,8,8
Schaffer,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,21,21
Schaffer,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,10,10
Schaffer,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,8,8
Schaffer,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,26,26
Schaffer,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,12,12
Schaffer,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,17,17
Schaffer,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,45,45
Schaffer,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,9,9
Schaffer,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,0.9992952506441721,16,50
Schaffer,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,41,41
Schaffer,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,12,12
Schaffer,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,8,8
Schaffer,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,15,15
Schaffer,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,2,2
Schaffer,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,38,38
Schaffer,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,4,4
Schaffer,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,23,23
Schaffer,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,13,13
Schaffer,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,32,32
Schaffer,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,39,39
Schaffer,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,0.9992952506441721,9,50
Schaffer,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,27,27
Schaffer,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,16,16
Schaffer,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,19,19
Schaffer,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,6,6
Schaffer,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,18,18
Schaffer,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,8,8
Schaffer,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,24,24
Schaffer,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,13,13
Schaffer,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,0.9992952506441721,6,50
Schaffer,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,22,22
Schaffer,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,14,14
Schaffer,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,13,13
Schaffer,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,29,29
Schaffer,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,4,4
Schaffer,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,11,11
Schaffer,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,32,32
Schaffer,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,35,35
Schaffer,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,0.9992952506441721,12,50
Schaffer,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,29,29
Schaffer,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,8,8
Schaffer,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,20,20
Schaffer,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,0.9992952506441721,10,50
Schaffer,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,0.9992952506441721,12,50
Schaffer,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,0.9992952506441721,44,50
Schaffer,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,16,16
Schaffer,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,9,9
Schaffer,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,15,15
Schaffer,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,0.9842895345843514,20,50
Schaffer,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,37,37
Schaffer,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,16,16
Schaffer,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,0.7999385143902542,21,50
Schaffer,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,43,43
Schaffer,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,14,14
Schaffer,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,19,19
Schaffer,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,18,18
Schaffer,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,15,15
Schaffer,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,13,13
Schaffer,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,0.9992952506441721,25,50
Schaffer,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,38,38
Schaffer,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,37,37
Schaffer,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,10,10
Schaffer,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,0.9619170347814971,28,50
Schaffer,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,0.9992952506441721,17,50
Schaffer,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,0.9992952506441721,11,50
Schaffer,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,32,32
Schaffer,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,6,6
Schaffer,Constraint 4,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,25,25
Schaffer,Constraint 4,true,Penalty Method,0.3,2.0,1.0,13,13,0.680906062282291,49,50
Schaffer,Constraint 4,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,12,12
Schaffer,Constraint 4,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,14,14
Schaffer,Constraint 4,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,38,38
Schaffer,Constraint 4,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,36,36
Schaffer,Constraint 4,true,Penalty Method,0.3,2.0,1.0,13,13,0.9992952506441721,8,50
Schaffer,Constraint 4,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,24,24
Schaffer,Constraint 4,true,Penalty Method,0.3,2.0,1.0,13,13,0.8732565827981628,25,50
Schaffer,Constraint 4,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,8,8
Schaffer,Constraint 4,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,12,12
Schaffer,Constraint 4,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,32,32
Schaffer,Constraint 4,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,11,11
Schaffer,Constraint 4,true,Penalty Method,0.3,2.0,1.0,13,13,0.680906062282291,17,50
Schaffer,Constraint 4,true,Penalty Method,0.3,2.0,1.0,13,13,0.9992952506441721,18,50
Schaffer,Constraint 4,true,Penalty Method,0.3,2.0,1.0,13,13,0.9992952506441721,7,50
Schaffer,Constraint 4,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,19,19
Schaffer,Constraint 4,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,31,31
Schaffer,Constraint 4,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,9,9
Schaffer,Constraint 4,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,29,29
Schaffer,Constraint 4,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,40,40
Schaffer,Constraint 4,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,15,15
Schaffer,Constraint 4,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,15,15
Schaffer,Constraint 4,true,Penalty Method,0.3,2.0,1.0,13,13,0.9619170347814971,16,50
Schaffer,Constraint 4,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,26,26
Schaffer,Constraint 4,true,Penalty Method,0.3,2.0,1.0,13,13,0.9992952506441721,12,50
Schaffer,Constraint 4,true,Penalty Method,0.3,2.0,1.0,13,13,0.9992952506441721,23,50
Schaffer,Constraint 4,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,20,20
Schaffer,Constraint 4,true,Penalty Method,0.3,2.0,1.0,13,13,0.8732565827981628,44,50
Schaffer,Constraint 4,true,Penalty Method,0.3,2.0,1.0,13,13,0.7569148249214285,15,50
Booth,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,1.0,21,21
Booth,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,1.0,10,10
Booth,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,0.9976282241328195,18,50
Booth,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,1.0,27,27
Booth,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,1.0,10,10
Booth,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,1.0,11,11
Booth,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,1.0,13,13
Booth,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,1.0,12,12
Booth,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,1.0,15,15
Booth,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,1.0,12,12
Booth,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,0.9998870582920392,21,50
Booth,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,1.0,19,19
Booth,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,0.9995058800276708,27,50
Booth,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,1.0,23,23
Booth,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,1.0,14,14
Booth,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,1.0,10,10
Booth,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,1.0,43,43
Booth,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,0.9999576468595148,36,50
Booth,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,1.0,9,9
Booth,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,0.9642774789528422,21,50
Booth,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,1.0,14,14
Booth,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,1.0,9,9
Booth,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,0.9995482331681563,21,50
Booth,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,1.0,11,11
Booth,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,0.9999811763820066,14,50
Booth,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,1.0,12,12
Booth,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,1.0,4,4
Booth,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,1.0,13,13
Booth,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,1.0,11,11
Booth,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,1.0,5,5
Booth,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,0.9840046306100265,15,50
Booth,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,0.9978494016442432,15,50
Booth,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,0.9978776370712333,9,9
Booth,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,0.9978776370712333,15,15
Booth,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,0.9976282241328195,36,50
Booth,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,0.9978776370712333,14,14
Booth,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,0.9978494016442432,13,50
Booth,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,0.9978776370712333,10,10
Booth,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,0.9978776370712333,11,11
Booth,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,0.9978776370712333,16,16
Booth,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,0.9975858709923342,19,50
Booth,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,0.9973270462449236,36,50
Booth,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,0.9978776370712333,19,19
Booth,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,0.9978776370712333,12,12
Booth,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,0.9978776370712333,12,12
Booth,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,0.9978776370712333,14,14
Booth,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,0.9978494016442432,14,50
Booth,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,0.9978776370712333,11,11
Booth,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,0.9978776370712333,14,14
Booth,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,0.9978776370712333,11,11
Booth,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,0.9978776370712333,15,15
Booth,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,0.9978776370712333,12,12
Booth,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,0.9978776370712333,12,12
Booth,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,0.9978494016442432,12,50
Booth,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,0.9978776370712333,11,11
Booth,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,0.9978776370712333,16,16
Booth,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,0.9978776370712333,17,17
Booth,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,0.9978776370712333,12,12
Booth,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,0.9978776370712333,15,15
Booth,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,0.9978776370712333,13,13
Booth,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,0.9969458679805553,18,50
Booth,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,0.9978494016442432,11,50
Booth,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,0.9978776370712333,11,11
Booth,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,0.9978776370712333,9,9
Booth,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,0.9978776370712333,6,6
Booth,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,0.9978776370712333,11,11
Booth,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,0.9978776370712333,7,7
Booth,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,0.9978776370712333,15,15
Booth,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,0.9978494016442432,23,50
Booth,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,0.9978494016442432,14,50
Booth,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,0.9978776370712333,11,11
Booth,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,0.9978776370712333,18,18
Booth,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,0.9978776370712333,11,11
Booth,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,0.9973599875764123,16,50
Booth,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,0.9978776370712333,10,10
Booth,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,0.9978776370712333,13,13
Booth,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,0.9978776370712333,18,18
Booth,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,0.9978776370712333,11,11
Booth,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,0.9978494016442432,14,50
Booth,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,0.9978776370712333,15,15
Booth,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,0.9978494016442432,24,50
Booth,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,0.9978776370712333,22,22
Booth,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,0.9978776370712333,11,11
Booth,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,0.9972752812954414,24,50
Booth,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,0.9978494016442432,19,50
Booth,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,0.9978776370712333,12,12
Booth,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,0.9978776370712333,10,10
Booth,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,0.9978776370712333,10,10
Booth,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,0.9978776370712333,42,42
Booth,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,0.9977364599362821,11,50
Booth,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,0.9976282241328195,11,50
Booth,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,12,12
Booth,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,7,7
Booth,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,12,12
Booth,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,9,9
Booth,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,0.9995482331681563,18,50
Booth,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,0.9949882117092318,11,50
Booth,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,12,12
Booth,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,0.9984752869425269,17,50
Booth,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,13,13
Booth,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,13,13
Booth,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,0.9849081642737144,11,50
Booth,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,0.9976282241328195,22,50
Booth,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,0.993204673904348,11,50
Booth,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,0.999985882286505,10,50
Booth,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,11,11
Booth,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,27,27
Booth,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,13,13
Booth,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,0.9987152880719441,12,50
Booth,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,7,7
Booth,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,0.9999435291460196,12,50
Booth,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,12,12
Booth,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,0.9999435291460196,12,50
Booth,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,0.9999811763820066,18,50
Booth,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,0.9999105878145311,36,50
Booth,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,0.9984988164650188,11,50
Booth,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,0.999985882286505,13,50
Booth,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,0.9984188160885464,13,50
Booth,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,15,15
Booth,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,6,6
Booth,Constraint 4,true,Penalty Method,0.3,2.0,1.0,13,13,0.9996611748761172,13,50
Booth,Constraint 4,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,46,46
Booth,Constraint 4,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,10,10
Booth,Constraint 4,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,5,5
Booth,Constraint 4,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,11,11
Booth,Constraint 4,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,13,13
