Fitness Function,Constraint,Constraint Used,Constraint Handling Method,Particle Inertia,Personal Confidence,Swarm Confidence,Population Size,Particle Speed Limit,Final Fitness,Optimum Found After,Iterations
Schaffer,Constraint 4,true,Penalty Method,0.3,1.0,1.0,13,13,1.0,17,17
Schaffer,Constraint 4,true,Penalty Method,0.3,1.0,1.0,13,13,0.9992952506441721,13,50
Schaffer,Constraint 4,true,Penalty Method,0.3,1.0,1.0,13,13,0.9992952506441721,8,50
Schaffer,Constraint 4,true,Penalty Method,0.3,1.0,1.0,13,13,0.7893461468956237,14,50
Schaffer,Constraint 4,true,Penalty Method,0.3,1.0,1.0,13,13,0.9992952506441721,31,50
Schaffer,Constraint 4,true,Penalty Method,0.3,1.0,1.0,13,13,1.0,11,11
Schaffer,Constraint 4,true,Penalty Method,0.3,1.0,1.0,13,13,1.0,7,7
Schaffer,Constraint 4,true,Penalty Method,0.3,1.0,1.0,13,13,1.0,10,10
Schaffer,Constraint 4,true,Penalty Method,0.3,1.0,1.0,13,13,1.0,19,19
Schaffer,Constraint 4,true,Penalty Method,0.3,1.0,1.0,13,13,0.9992952506441721,43,50
Schaffer,Constraint 4,true,Penalty Method,0.3,1.0,1.0,13,13,0.9992952506441721,8,50
Schaffer,Constraint 4,true,Penalty Method,0.3,1.0,1.0,13,13,1.0,7,7
Schaffer,Constraint 4,true,Penalty Method,0.3,1.0,1.0,13,13,0.9992952506441721,18,50
Booth,Constraint 1,false,Penalty Method,0.3,1.0,1.0,13,13,0.7160106077740397,28,50
Booth,Constraint 1,false,Penalty Method,0.3,1.0,1.0,13,13,1.0,11,11
Booth,Constraint 1,false,Penalty Method,0.3,1.0,1.0,13,13,1.0,15,15
Booth,Constraint 1,false,Penalty Method,0.3,1.0,1.0,13,13,0.9997176457300976,18,50
Booth,Constraint 1,false,Penalty Method,0.3,1.0,1.0,13,13,1.0,12,12
Booth,Constraint 1,false,Penalty Method,0.3,1.0,1.0,13,13,0.9984188160885464,14,50
Booth,Constraint 1,false,Penalty Method,0.3,1.0,1.0,13,13,0.9999435291460196,15,50
Booth,Constraint 1,false,Penalty Method,0.3,1.0,1.0,13,13,1.0,13,13
Booth,Constraint 1,false,Penalty Method,0.3,1.0,1.0,13,13,1.0,12,12
Booth,Constraint 1,false,Penalty Method,0.3,1.0,1.0,13,13,1.0,9,9
Booth,Constraint 1,false,Penalty Method,0.3,1.0,1.0,13,13,1.0,12,12
Booth,Constraint 1,false,Penalty Method,0.3,1.0,1.0,13,13,1.0,11,11
Booth,Constraint 1,false,Penalty Method,0.3,1.0,1.0,13,13,0.994804681433795,16,50
Booth,Constraint 1,false,Penalty Method,0.3,1.0,1.0,13,13,0.9998870582920392,17,50
Booth,Constraint 1,false,Penalty Method,0.3,1.0,1.0,13,13,1.0,14,14
Booth,Constraint 1,false,Penalty Method,0.3,1.0,1.0,13,13,0.9993223497522343,19,50
Booth,Constraint 1,false,Penalty Method,0.3,1.0,1.0,13,13,1.0,13,13
Booth,Constraint 1,false,Penalty Method,0.3,1.0,1.0,13,13,0.9999435291460196,16,50
Booth,Constraint 1,false,Penalty Method,0.3,1.0,1.0,13,13,1.0,20,20
Booth,Constraint 1,false,Penalty Method,0.3,1.0,1.0,13,13,1.0,10,10
Booth,Constraint 1,false,Penalty Method,0.3,1.0,1.0,13,13,1.0,9,9
Booth,Constraint 1,false,Penalty Method,0.3,1.0,1.0,13,13,0.9998870582920392,16,50
Booth,Constraint 1,false,Penalty Method,0.3,1.0,1.0,13,13,0.9988517593023969,16,50
Booth,Constraint 1,false,Penalty Method,0.3,1.0,1.0,13,13,1.0,10,10
Booth,Constraint 1,false,Penalty Method,0.3,1.0,1.0,13,13,1.0,10,10
Booth,Constraint 1,false,Penalty Method,0.3,1.0,1.0,13,13,0.9996611748761172,43,50
Booth,Constraint 1,false,Penalty Method,0.3,1.0,1.0,13,13,0.9981788149591293,18,50
Booth,Constraint 1,false,Penalty Method,0.3,1.0,1.0,13,13,0.9996047040221367,14,50
Booth,Constraint 1,false,Penalty Method,0.3,1.0,1.0,13,13,1.0,11,11
Booth,Constraint 1,false,Penalty Method,0.3,1.0,1.0,13,13,0.9861787584882753,31,50
Booth,Constraint 3,true,Rejection Method,0.3,1.0,1.0,13,13,0.9974446938573829,30,50
Booth,Constraint 3,true,Rejection Method,0.3,1.0,1.0,13,13,0.9978776370712333,19,19
Booth,Constraint 3,true,Rejection Method,0.3,1.0,1.0,13,13,0.9978776370712333,11,11
Booth,Constraint 3,true,Rejection Method,0.3,1.0,1.0,13,13,0.9967246904691318,19,50
Booth,Constraint 3,true,Rejection Method,0.3,1.0,1.0,13,13,0.9978494016442432,10,50
Booth,Constraint 3,true,Rejection Method,0.3,1.0,1.0,13,13,0.9969176325535651,14,50
Booth,Constraint 3,true,Rejection Method,0.3,1.0,1.0,13,13,0.9978776370712333,9,9
Booth,Constraint 3,true,Rejection Method,0.3,1.0,1.0,13,13,0.9974446938573829,12,50
Booth,Constraint 3,true,Rejection Method,0.3,1.0,1.0,13,13,0.9978776370712333,13,13
Booth,Constraint 3,true,Rejection Method,0.3,1.0,1.0,13,13,0.9978776370712333,17,17
Booth,Constraint 3,true,Rejection Method,0.3,1.0,1.0,13,13,0.9978776370712333,13,13
Booth,Constraint 3,true,Rejection Method,0.3,1.0,1.0,13,13,0.9978776370712333,9,9
Booth,Constraint 3,true,Rejection Method,0.3,1.0,1.0,13,13,0.9970635155930146,14,50
Booth,Constraint 3,true,Rejection Method,0.3,1.0,1.0,13,13,0.9978776370712333,14,14
Booth,Constraint 3,true,Rejection Method,0.3,1.0,1.0,13,13,0.9978776370712333,12,12
Booth,Constraint 3,true,Rejection Method,0.3,1.0,1.0,13,13,0.9978776370712333,16,16
Booth,Constraint 3,true,Rejection Method,0.3,1.0,1.0,13,13,0.9978776370712333,10,10
Booth,Constraint 3,true,Rejection Method,0.3,1.0,1.0,13,13,0.9978776370712333,15,15
Booth,Constraint 3,true,Rejection Method,0.3,1.0,1.0,13,13,0.9978776370712333,11,11
Booth,Constraint 3,true,Rejection Method,0.3,1.0,1.0,13,13,0.9978776370712333,19,19
Booth,Constraint 3,true,Rejection Method,0.3,1.0,1.0,13,13,0.9978494016442432,12,50
Booth,Constraint 3,true,Rejection Method,0.3,1.0,1.0,13,13,0.9978776370712333,13,13
Booth,Constraint 3,true,Rejection Method,0.3,1.0,1.0,13,13,0.9978494016442432,12,50
Booth,Constraint 3,true,Rejection Method,0.3,1.0,1.0,13,13,0.9978776370712333,7,7
Booth,Constraint 3,true,Rejection Method,0.3,1.0,1.0,13,13,0.9978776370712333,10,10
Booth,Constraint 3,true,Rejection Method,0.3,1.0,1.0,13,13,0.9978776370712333,10,10
Booth,Constraint 3,true,Rejection Method,0.3,1.0,1.0,13,13,0.9972470458684511,14,50
Booth,Constraint 3,true,Rejection Method,0.3,1.0,1.0,13,13,0.9978494016442432,7,50
Booth,Constraint 3,true,Rejection Method,0.3,1.0,1.0,13,13,0.9978776370712333,11,11
Booth,Constraint 3,true,Rejection Method,0.3,1.0,1.0,13,13,0.9978776370712333,15,15
Booth,Constraint 3,true,Penalty Method,0.3,1.0,1.0,13,13,0.996804690845604,12,50
Booth,Constraint 3,true,Penalty Method,0.3,1.0,1.0,13,13,0.9969458679805553,14,50
Booth,Constraint 3,true,Penalty Method,0.3,1.0,1.0,13,13,0.9978776370712333,16,16
Booth,Constraint 3,true,Penalty Method,0.3,1.0,1.0,13,13,0.9977364599362821,12,50
Booth,Constraint 3,true,Penalty Method,0.3,1.0,1.0,13,13,0.9978776370712333,12,12
Booth,Constraint 3,true,Penalty Method,0.3,1.0,1.0,13,13,0.9974588115708781,19,50
Booth,Constraint 3,true,Penalty Method,0.3,1.0,1.0,13,13,0.9978494016442432,15,50
Booth,Constraint 3,true,Penalty Method,0.3,1.0,1.0,13,13,0.9978776370712333,14,14
Booth,Constraint 3,true,Penalty Method,0.3,1.0,1.0,13,13,0.9978776370712333,14,14
Booth,Constraint 3,true,Penalty Method,0.3,1.0,1.0,13,13,0.9978776370712333,14,14
Booth,Constraint 3,true,Penalty Method,0.3,1.0,1.0,13,13,0.9977364599362821,13,50
Booth,Constraint 3,true,Penalty Method,0.3,1.0,1.0,13,13,0.9973599875764123,14,50
Booth,Constraint 3,true,Penalty Method,0.3,1.0,1.0,13,13,0.9978776370712333,12,12
Booth,Constraint 3,true,Penalty Method,0.3,1.0,1.0,13,13,0.9978776370712333,9,9
Booth,Constraint 3,true,Penalty Method,0.3,1.0,1.0,13,13,0.9978494016442432,13,50
Booth,Constraint 3,true,Penalty Method,0.3,1.0,1.0,13,13,0.9958446863279357,16,50
Booth,Constraint 3,true,Penalty Method,0.3,1.0,1.0,13,13,0.9978776370712333,11,11
Booth,Constraint 3,true,Penalty Method,0.3,1.0,1.0,13,13,0.9975858709923342,16,50
Booth,Constraint 3,true,Penalty Method,0.3,1.0,1.0,13,13,0.9978776370712333,10,10
Booth,Constraint 3,true,Penalty Method,0.3,1.0,1.0,13,13,0.9978776370712333,12,12
Booth,Constraint 3,true,Penalty Method,0.3,1.0,1.0,13,13,0.9978776370712333,16,16
Booth,Constraint 3,true,Penalty Method,0.3,1.0,1.0,13,13,0.9978776370712333,14,14
Booth,Constraint 3,true,Penalty Method,0.3,1.0,1.0,13,13,0.9972470458684511,15,50
Booth,Constraint 3,true,Penalty Method,0.3,1.0,1.0,13,13,0.9974399879528847,15,50
Booth,Constraint 3,true,Penalty Method,0.3,1.0,1.0,13,13,0.9978776370712333,13,13
Booth,Constraint 3,true,Penalty Method,0.3,1.0,1.0,13,13,0.9976517536553114,12,50
Booth,Constraint 3,true,Penalty Method,0.3,1.0,1.0,13,13,0.9977364599362821,16,50
Booth,Constraint 3,true,Penalty Method,0.3,1.0,1.0,13,13,0.9978494016442432,11,50
Booth,Constraint 3,true,Penalty Method,0.3,1.0,1.0,13,13,0.9978776370712333,12,12
Booth,Constraint 3,true,Penalty Method,0.3,1.0,1.0,13,13,0.9971199864469951,15,50
Booth,Constraint 4,true,Rejection Method,0.3,1.0,1.0,13,13,0.9973599875764123,12,50
Booth,Constraint 4,true,Rejection Method,0.3,1.0,1.0,13,13,0.9991529371902927,18,50
Booth,Constraint 4,true,Rejection Method,0.3,1.0,1.0,13,13,1.0,4,4
Booth,Constraint 4,true,Rejection Method,0.3,1.0,1.0,13,13,1.0,8,8
Booth,Constraint 4,true,Rejection Method,0.3,1.0,1.0,13,13,0.9996047040221367,12,50
Booth,Constraint 4,true,Rejection Method,0.3,1.0,1.0,13,13,0.9992658788982537,16,50
Booth,Constraint 4,true,Rejection Method,0.3,1.0,1.0,13,13,0.9833975689297363,18,50
Booth,Constraint 4,true,Rejection Method,0.3,1.0,1.0,13,13,0.9972470458684511,13,50
Booth,Constraint 4,true,Rejection Method,0.3,1.0,1.0,13,13,1.0,14,14
Booth,Constraint 4,true,Rejection Method,0.3,1.0,1.0,13,13,0.9826069769740094,21,50
Booth,Constraint 4,true,Rejection Method,0.3,1.0,1.0,13,13,0.9990399954823317,15,50
Booth,Constraint 4,true,Rejection Method,0.3,1.0,1.0,13,13,0.993204673904348,7,50
Booth,Constraint 4,true,Rejection Method,0.3,1.0,1.0,13,13,0.9999811763820066,8,50
Booth,Constraint 4,true,Rejection Method,0.3,1.0,1.0,13,13,1.0,15,15
Booth,Constraint 4,true,Rejection Method,0.3,1.0,1.0,13,13,1.0,4,4
Booth,Constraint 4,true,Rejection Method,0.3,1.0,1.0,13,13,0.9997176457300976,9,50
Booth,Constraint 4,true,Rejection Method,0.3,1.0,1.0,13,13,1.0,10,10
Booth,Constraint 4,true,Rejection Method,0.3,1.0,1.0,13,13,0.9998447051515537,6,50
Booth,Constraint 4,true,Rejection Method,0.3,1.0,1.0,13,13,0.9999576468595148,13,50
Booth,Constraint 4,true,Rejection Method,0.3,1.0,1.0,13,13,1.0,8,8
Booth,Constraint 4,true,Rejection Method,0.3,1.0,1.0,13,13,0.9989082301563773,12,50
Booth,Constraint 4,true,Rejection Method,0.3,1.0,1.0,13,13,1.0,9,9
Booth,Constraint 4,true,Rejection Method,0.3,1.0,1.0,13,13,0.9999811763820066,14,50
Booth,Constraint 4,true,Rejection Method,0.3,1.0,1.0,13,13,1.0,11,11
Booth,Constraint 4,true,Rejection Method,0.3,1.0,1.0,13,13,0.9973599875764123,11,50
Booth,Constraint 4,true,Rejection Method,0.3,1.0,1.0,13,13,1.0,4,4
Booth,Constraint 4,true,Rejection Method,0.3,1.0,1.0,13,13,1.0,13,13
Booth,Constraint 4,true,Rejection Method,0.3,1.0,1.0,13,13,0.9999811763820066,12,50
Booth,Constraint 4,true,Rejection Method,0.3,1.0,1.0,13,13,0.991962315116777,13,50
Booth,Constraint 4,true,Rejection Method,0.3,1.0,1.0,13,13,0.9998164697245635,14,50
Booth,Constraint 4,true,Penalty Method,0.3,1.0,1.0,13,13,1.0,6,6
Booth,Constraint 4,true,Penalty Method,0.3,1.0,1.0,13,13,0.9976517536553114,18,50
Booth,Constraint 4,true,Penalty Method,0.3,1.0,1.0,13,13,1.0,5,5
Booth,Constraint 4,true,Penalty Method,0.3,1.0,1.0,13,13,1.0,13,13
Booth,Constraint 4,true,Penalty Method,0.3,1.0,1.0,13,13,0.9999811763820066,14,50
Booth,Constraint 4,true,Penalty Method,0.3,1.0,1.0,13,13,0.9957035091929846,18,50
Booth,Constraint 4,true,Penalty Method,0.3,1.0,1.0,13,13,1.0,28,28
Booth,Constraint 4,true,Penalty Method,0.3,1.0,1.0,13,13,1.0,25,25
Booth,Constraint 4,true,Penalty Method,0.3,1.0,1.0,13,13,1.0,10,10
Booth,Constraint 4,true,Penalty Method,0.3,1.0,1.0,13,13,1.0,14,14
Booth,Constraint 4,true,Penalty Method,0.3,1.0,1.0,13,13,0.9998447051515537,24,50
Booth,Constraint 4,true,Penalty Method,0.3,1.0,1.0,13,13,1.0,17,17
Booth,Constraint 4,true,Penalty Method,0.3,1.0,1.0,13,13,1.0,8,8
Booth,Constraint 4,true,Penalty Method,0.3,1.0,1.0,13,13,1.0,7,7
Booth,Constraint 4,true,Penalty Method,0.3,1.0,1.0,13,13,1.0,11,11
Booth,Constraint 4,true,Penalty Method,0.3,1.0,1.0,13,13,0.999204702139775,17,50
Booth,Constraint 4,true,Penalty Method,0.3,1.0,1.0,13,13,1.0,10,10
Booth,Constraint 4,true,Penalty Method,0.3,1.0,1.0,13,13,1.0,15,15
Booth,Constraint 4,true,Penalty Method,0.3,1.0,1.0,13,13,1.0,13,13
Booth,Constraint 4,true,Penalty Method,0.3,1.0,1.0,13,13,1.0,12,12
Booth,Constraint 4,true,Penalty Method,0.3,1.0,1.0,13,13,1.0,10,10
Booth,Constraint 4,true,Penalty Method,0.3,1.0,1.0,13,13,1.0,12,12
Booth,Constraint 4,true,Penalty Method,0.3,1.0,1.0,13,13,1.0,6,6
Booth,Constraint 4,true,Penalty Method,0.3,1.0,1.0,13,13,1.0,7,7
Booth,Constraint 4,true,Penalty Method,0.3,1.0,1.0,13,13,0.9998117638200652,38,50
Booth,Constraint 4,true,Penalty Method,0.3,1.0,1.0,13,13,1.0,13,13
Booth,Constraint 4,true,Penalty Method,0.3,1.0,1.0,13,13,0.9999811763820066,14,50
Booth,Constraint 4,true,Penalty Method,0.3,1.0,1.0,13,13,1.0,10,10
Booth,Constraint 4,true,Penalty Method,0.3,1.0,1.0,13,13,1.0,9,9
Booth,Constraint 4,true,Penalty Method,0.3,1.0,1.0,13,13,1.0,10,10
Langermann,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,1.0,11,11
Langermann,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,1.0,25,25
Langermann,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,1.0,15,15
Langermann,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,1.0,12,12
Langermann,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,1.0,9,9
Langermann,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,0.5822612056342736,12,50
Langermann,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,1.0,6,6
Langermann,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,0.999898714386866,27,50
Langermann,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,1.0,8,8
Langermann,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,1.0,11,11
Langermann,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,0.5822612056342736,9,50
Langermann,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,1.0,8,8
Langermann,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,1.0,11,11
Langermann,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,1.0,14,14
Langermann,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,0.5822612056342736,10,50
Langermann,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,0.5822612056342736,14,50
Langermann,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,1.0,8,8
Langermann,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,1.0,22,22
Langermann,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,0.5822612056342736,14,50
Langermann,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,1.0,8,8
Langermann,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,1.0,15,15
Langermann,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,1.0,45,45
Langermann,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,0.9997231276867629,12,50
Langermann,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,1.0,12,12
Langermann,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,0.999898714386866,29,50
Langermann,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,1.0,9,9
Langermann,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,1.0,10,10
Langermann,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,0.5822612056342736,14,50
Langermann,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,1.0,10,10
Langermann,Constraint 1,false,Penalty Method,0.3,2.0,1.0,13,13,1.0,12,12
Langermann,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,0.8249392567539207,2,50
Langermann,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,12,12
Langermann,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,14,14
Langermann,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,6,6
Langermann,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,0.9860853724588438,27,50
Langermann,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,0.9902723833560135,23,50
Langermann,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,0.9997231276867629,16,50
Langermann,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,45,45
Langermann,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,0.9154714370222159,12,50
Langermann,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,0.9981331021274207,34,50
Langermann,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,0.9997231276867629,12,50
Langermann,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,0.9964534123801418,12,50
Langermann,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,35,35
Langermann,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,7,7
Langermann,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,15,15
Langermann,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,0.9997231276867629,14,50
Langermann,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,16,16
Langermann,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,7,7
Langermann,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,0.999898714386866,8,50
Langermann,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,0.999898714386866,16,50
Langermann,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,12,12
Langermann,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,11,11
Langermann,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,0.9996227175602576,35,50
Langermann,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,0.985609699795252,20,50
Langermann,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,0.9997231276867629,13,50
Langermann,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,6,6
Langermann,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,25,25
Langermann,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,7,7
Langermann,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,11,11
Langermann,Constraint 3,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,19,19
Langermann,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,7,7
Langermann,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,0.9980223799115477,47,50
Langermann,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,6,6
Langermann,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,0.9913384981163095,36,50
Langermann,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,14,14
Langermann,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,24,24
Langermann,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,11,11
Langermann,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,16,16
Langermann,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,7,7
Langermann,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,22,22
Langermann,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,20,20
Langermann,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,9,9
Langermann,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,8,8
Langermann,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,8,8
Langermann,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,9,9
Langermann,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,0.9905550755019491,18,50
Langermann,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,12,12
Langermann,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,13,13
Langermann,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,7,7
Langermann,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,8,8
Langermann,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,10,10
Langermann,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,15,15
Langermann,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,27,27
Langermann,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,13,13
Langermann,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,13,13
Langermann,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,8,8
Langermann,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,13,13
Langermann,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,10,10
Langermann,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,7,7
Langermann,Constraint 3,true,Penalty Method,0.3,2.0,1.0,13,13,0.9997231276867629,10,50
Langermann,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,0.9935789732337454,9,50
Langermann,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,13,13
Langermann,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,0.7048079277031499,10,50
Langermann,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,0.8765128849501791,50,50
Langermann,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,24,24
Langermann,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,0.8505760708933947,50,50
Langermann,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,0.9986908402786541,32,50
Langermann,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,9,9
Langermann,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,35,35
Langermann,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,12,12
Langermann,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,10,10
Langermann,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,0.7297944294420895,7,50
Langermann,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,0.6942893113754771,31,50
Langermann,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,0.9986908402786541,12,50
Langermann,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,0.5233081705223006,10,50
Langermann,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,6,6
Langermann,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,0.7591632930693433,32,50
Langermann,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,0.7367782105630785,31,50
Langermann,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,12,12
Langermann,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,0.9997231276867629,34,50
Langermann,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,0.9581514549928932,8,50
Langermann,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,0.9996227175602576,30,50
Langermann,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,2,2
Langermann,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,0.834415235867998,33,50
Langermann,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,0.9377807205168432,12,50
Langermann,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,0.5287389975014836,18,50
Langermann,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,15,15
Langermann,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,1.0,10,10
Langermann,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,0.9959614047696533,38,50
Langermann,Constraint 4,true,Rejection Method,0.3,2.0,1.0,13,13,0.9981331021274207,19,50
Langermann,Constraint 4,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,13,13
Langermann,Constraint 4,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,10,10
Langermann,Constraint 4,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,48,48
Langermann,Constraint 4,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,30,30
Langermann,Constraint 4,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,9,9
Langermann,Constraint 4,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,10,10
Langermann,Constraint 4,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,48,48
Langermann,Constraint 4,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,15,15
Langermann,Constraint 4,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,30,30
Langermann,Constraint 4,true,Penalty Method,0.3,2.0,1.0,13,13,1.0,29,29
Langermann,Constraint 4,true,Penalty Method,0.3,2.0,1.0,13,13,0.9986908402786541,15,50
Langermann,Constraint 4,true,Penalty Method,0.3,2.0,1.0,13,13,0.9959614047696533,40,50
