Fitness Function,Constraint,Constraint Handling Method,Particle Inertia,Personal Confidence,Swarm Confidence,Population Size,Particle Speed Limit,Final Fitness,Optimum Found After,Iterations
Schaffer,Constraint 3,Rejection Method,0.3,0.8,1.6,10,13,1.0,7,7
Schaffer,Constraint 3,Rejection Method,0.3,0.8,1.6,10,13,1.0,12,12
Schaffer,Constraint 3,Rejection Method,0.3,0.8,1.6,10,13,1.0,11,11
Schaffer,Constraint 3,Rejection Method,0.3,0.8,1.6,10,13,1.0,13,13
Schaffer,Constraint 3,Rejection Method,0.3,0.8,1.6,10,13,1.0,4,4
Schaffer,Constraint 3,Rejection Method,0.3,0.8,1.6,10,13,1.0,17,17
Schaffer,Constraint 3,Rejection Method,0.3,0.8,1.6,10,13,1.0,31,31
Schaffer,Constraint 3,Rejection Method,0.3,0.8,1.6,10,13,1.0,13,13
Schaffer,Constraint 3,Rejection Method,0.3,0.8,1.6,10,13,0.9992952506441721,8,50
Schaffer,Constraint 3,Rejection Method,0.3,0.8,1.6,10,13,1.0,15,15
Schaffer,Constraint 3,Rejection Method,0.3,0.8,1.6,10,13,0.9032847811115282,10,50
Schaffer,Constraint 3,Rejection Method,0.3,0.8,1.6,10,13,1.0,26,26
Schaffer,Constraint 3,Rejection Method,0.3,0.8,1.6,10,13,0.9992952506441721,19,50
Schaffer,Constraint 3,Rejection Method,0.3,0.8,1.6,10,13,0.9992952506441721,9,50
Schaffer,Constraint 3,Rejection Method,0.3,0.8,1.6,10,13,1.0,2,2
Schaffer,Constraint 3,Rejection Method,0.3,0.8,1.6,10,13,0.9992952506441721,8,50
Schaffer,Constraint 3,Rejection Method,0.3,0.8,1.6,10,13,0.9992952506441721,9,50
Schaffer,Constraint 3,Rejection Method,0.3,0.8,1.6,10,13,0.9992952506441721,5,50
Schaffer,Constraint 3,Rejection Method,0.3,0.8,1.6,10,13,0.9992952506441721,6,50
Schaffer,Constraint 3,Rejection Method,0.3,0.8,1.6,10,13,0.9992952506441721,7,50
Schaffer,Constraint 3,Rejection Method,0.3,0.8,1.6,10,13,1.0,15,15
Schaffer,Constraint 3,Rejection Method,0.3,0.8,1.6,10,13,0.9992952506441721,8,50
Schaffer,Constraint 3,Rejection Method,0.3,0.8,1.6,10,13,1.0,21,21
Schaffer,Constraint 3,Rejection Method,0.3,0.8,1.6,10,13,0.9992952506441721,15,50
Schaffer,Constraint 3,Rejection Method,0.3,0.8,1.6,10,13,0.9992952506441721,8,50
Schaffer,Constraint 3,Penalty Method,0.3,0.8,1.6,10,13,1.0,13,13
Schaffer,Constraint 3,Penalty Method,0.3,0.8,1.6,10,13,1.0,14,14
Schaffer,Constraint 3,Penalty Method,0.3,0.8,1.6,10,13,1.0,16,16
Schaffer,Constraint 3,Penalty Method,0.3,0.8,1.6,10,13,0.5713594682760323,38,50
Schaffer,Constraint 3,Penalty Method,0.3,0.8,1.6,10,13,1.0,16,16
Schaffer,Constraint 3,Penalty Method,0.3,0.8,1.6,10,13,1.0,11,11
Schaffer,Constraint 3,Penalty Method,0.3,0.8,1.6,10,13,0.9992952506441721,25,50
Schaffer,Constraint 3,Penalty Method,0.3,0.8,1.6,10,13,0.9992952506441721,7,50
Schaffer,Constraint 3,Penalty Method,0.3,0.8,1.6,10,13,1.0,3,3
Schaffer,Constraint 3,Penalty Method,0.3,0.8,1.6,10,13,1.0,10,10
Schaffer,Constraint 3,Penalty Method,0.3,0.8,1.6,10,13,1.0,6,6
Schaffer,Constraint 3,Penalty Method,0.3,0.8,1.6,10,13,0.9992952506441721,12,50
Schaffer,Constraint 3,Penalty Method,0.3,0.8,1.6,10,13,0.9992952506441721,19,50
Schaffer,Constraint 3,Penalty Method,0.3,0.8,1.6,10,13,0.5631717161694636,7,50
Schaffer,Constraint 3,Penalty Method,0.3,0.8,1.6,10,13,1.0,13,13
Schaffer,Constraint 3,Penalty Method,0.3,0.8,1.6,10,13,1.0,15,15
Schaffer,Constraint 3,Penalty Method,0.3,0.8,1.6,10,13,0.9992952506441721,12,50
Schaffer,Constraint 3,Penalty Method,0.3,0.8,1.6,10,13,1.0,17,17
Schaffer,Constraint 3,Penalty Method,0.3,0.8,1.6,10,13,0.7893461468956237,13,50
Schaffer,Constraint 3,Penalty Method,0.3,0.8,1.6,10,13,1.0,11,11
Schaffer,Constraint 3,Penalty Method,0.3,0.8,1.6,10,13,0.8310724429367105,16,50
Schaffer,Constraint 3,Penalty Method,0.3,0.8,1.6,10,13,0.9992952506441721,14,50
Schaffer,Constraint 3,Penalty Method,0.3,0.8,1.6,10,13,1.0,9,9
Schaffer,Constraint 3,Penalty Method,0.3,0.8,1.6,10,13,0.9992952506441721,15,50
Schaffer,Constraint 3,Penalty Method,0.3,0.8,1.6,10,13,1.0,9,9
Schaffer,Constraint 3,Penalty Method,0.3,0.8,1.6,10,13,1.0,12,12
Schaffer,Constraint 3,Penalty Method,0.3,0.8,1.6,10,13,0.7339090425490019,37,50
Schaffer,Constraint 3,Penalty Method,0.3,0.8,1.6,10,13,0.9992952506441721,7,50
Schaffer,Constraint 3,Penalty Method,0.3,0.8,1.6,10,13,0.9992952506441721,15,50
Schaffer,Constraint 3,Penalty Method,0.3,0.8,1.6,10,13,0.6099593852266928,22,50
Schaffer,Constraint 4,Rejection Method,0.3,0.8,1.6,10,13,1.0,13,13
Schaffer,Constraint 4,Rejection Method,0.3,0.8,1.6,10,13,1.0,19,19
Schaffer,Constraint 4,Rejection Method,0.3,0.8,1.6,10,13,0.576117087290556,6,50
Schaffer,Constraint 4,Rejection Method,0.3,0.8,1.6,10,13,0.589532450648312,6,50
Schaffer,Constraint 4,Rejection Method,0.3,0.8,1.6,10,13,1.0,10,10
Schaffer,Constraint 4,Rejection Method,0.3,0.8,1.6,10,13,1.0,17,17
Schaffer,Constraint 4,Rejection Method,0.3,0.8,1.6,10,13,1.0,15,15
Schaffer,Constraint 4,Rejection Method,0.3,0.8,1.6,10,13,0.9992952506441721,13,50
Schaffer,Constraint 4,Rejection Method,0.3,0.8,1.6,10,13,0.8732565827981628,8,50
Schaffer,Constraint 4,Rejection Method,0.3,0.8,1.6,10,13,0.8598745252464625,9,50
Schaffer,Constraint 4,Rejection Method,0.3,0.8,1.6,10,13,0.8004507675081416,15,50
Schaffer,Constraint 4,Rejection Method,0.3,0.8,1.6,10,13,0.7150850045815581,14,50
Schaffer,Constraint 4,Rejection Method,0.3,0.8,1.6,10,13,0.9992952506441721,6,50
Schaffer,Constraint 4,Rejection Method,0.3,0.8,1.6,10,13,0.8004507675081417,2,50
Schaffer,Constraint 4,Rejection Method,0.3,0.8,1.6,10,13,0.6555914072846926,19,50
Schaffer,Constraint 4,Rejection Method,0.3,0.8,1.6,10,13,1.0,9,9
Schaffer,Constraint 4,Rejection Method,0.3,0.8,1.6,10,13,1.0,22,22
Schaffer,Constraint 4,Rejection Method,0.3,0.8,1.6,10,13,0.9327810593143057,18,50
Schaffer,Constraint 4,Rejection Method,0.3,0.8,1.6,10,13,0.9992952506441721,12,50
Schaffer,Constraint 4,Rejection Method,0.3,0.8,1.6,10,13,0.8310724429367105,11,50
Schaffer,Constraint 4,Rejection Method,0.3,0.8,1.6,10,13,0.6364649210680478,3,50
Schaffer,Constraint 4,Rejection Method,0.3,0.8,1.6,10,13,0.9992952506441721,6,50
Schaffer,Constraint 4,Rejection Method,0.3,0.8,1.6,10,13,0.9992952506441721,14,50
Schaffer,Constraint 4,Rejection Method,0.3,0.8,1.6,10,13,1.0,31,31
Schaffer,Constraint 4,Rejection Method,0.3,0.8,1.6,10,13,0.680906062282291,12,50
Schaffer,Constraint 4,Rejection Method,0.3,0.8,1.6,10,13,1.0,30,30
Schaffer,Constraint 4,Rejection Method,0.3,0.8,1.6,10,13,0.956889443565618,12,50
Schaffer,Constraint 4,Rejection Method,0.3,0.8,1.6,10,13,0.7634769708101384,21,50
Schaffer,Constraint 4,Rejection Method,0.3,0.8,1.6,10,13,1.0,11,11
Schaffer,Constraint 4,Rejection Method,0.3,0.8,1.6,10,13,1.0,21,21
Schaffer,Constraint 4,Penalty Method,0.3,0.8,1.6,10,13,0.6662915664435364,17,50
Schaffer,Constraint 4,Penalty Method,0.3,0.8,1.6,10,13,0.9992952506441721,2,50
Schaffer,Constraint 4,Penalty Method,0.3,0.8,1.6,10,13,1.0,11,11
Schaffer,Constraint 4,Penalty Method,0.3,0.8,1.6,10,13,1.0,12,12
Schaffer,Constraint 4,Penalty Method,0.3,0.8,1.6,10,13,0.7061802316292852,12,50
Schaffer,Constraint 4,Penalty Method,0.3,0.8,1.6,10,13,1.0,10,10
Schaffer,Constraint 4,Penalty Method,0.3,0.8,1.6,10,13,0.6555914072846926,35,50
Schaffer,Constraint 4,Penalty Method,0.3,0.8,1.6,10,13,0.9032847811115282,18,50
Schaffer,Constraint 4,Penalty Method,0.3,0.8,1.6,10,13,0.8732565827981628,12,50
Schaffer,Constraint 4,Penalty Method,0.3,0.8,1.6,10,13,0.7569148249214285,18,50
Schaffer,Constraint 4,Penalty Method,0.3,0.8,1.6,10,13,0.9992952506441721,17,50
Schaffer,Constraint 4,Penalty Method,0.3,0.8,1.6,10,13,0.9992952506441721,11,50
Schaffer,Constraint 4,Penalty Method,0.3,0.8,1.6,10,13,1.0,12,12
Schaffer,Constraint 4,Penalty Method,0.3,0.8,1.6,10,13,1.0,12,12
Schaffer,Constraint 4,Penalty Method,0.3,0.8,1.6,10,13,0.9327810593143057,23,50
Schaffer,Constraint 4,Penalty Method,0.3,0.8,1.6,10,13,1.0,15,15
Schaffer,Constraint 4,Penalty Method,0.3,0.8,1.6,10,13,1.0,9,9
Schaffer,Constraint 4,Penalty Method,0.3,0.8,1.6,10,13,1.0,14,14
Schaffer,Constraint 4,Penalty Method,0.3,0.8,1.6,10,13,0.5937619019997834,45,50
Schaffer,Constraint 4,Penalty Method,0.3,0.8,1.6,10,13,0.6849151147080743,19,50
Schaffer,Constraint 4,Penalty Method,0.3,0.8,1.6,10,13,0.8723690199716857,10,50
Schaffer,Constraint 4,Penalty Method,0.3,0.8,1.6,10,13,1.0,11,11
Schaffer,Constraint 4,Penalty Method,0.3,0.8,1.6,10,13,1.0,16,16
Schaffer,Constraint 4,Penalty Method,0.3,0.8,1.6,10,13,0.9992952506441721,19,50
Schaffer,Constraint 4,Penalty Method,0.3,0.8,1.6,10,13,1.0,11,11
Schaffer,Constraint 4,Penalty Method,0.3,0.8,1.6,10,13,1.0,9,9
Schaffer,Constraint 4,Penalty Method,0.3,0.8,1.6,10,13,0.8732565827981628,15,50
Schaffer,Constraint 4,Penalty Method,0.3,0.8,1.6,10,13,1.0,14,14
Schaffer,Constraint 4,Penalty Method,0.3,0.8,1.6,10,13,0.5560587826432608,10,50
Schaffer,Constraint 4,Penalty Method,0.3,0.8,1.6,10,13,0.8393152991697764,21,50
Booth,Constraint 1,Penalty Method,0.3,0.8,1.6,10,13,1.0,14,14
Booth,Constraint 1,Penalty Method,0.3,0.8,1.6,10,13,1.0,7,7
Booth,Constraint 1,Penalty Method,0.3,0.8,1.6,10,13,1.0,11,11
Booth,Constraint 1,Penalty Method,0.3,0.8,1.6,10,13,0.9990541131958269,18,50
Booth,Constraint 1,Penalty Method,0.3,0.8,1.6,10,13,0.9941270311860293,31,50
Booth,Constraint 1,Penalty Method,0.3,0.8,1.6,10,13,1.0,15,15
Booth,Constraint 1,Penalty Method,0.3,0.8,1.6,10,13,0.9998447051515537,19,50
Booth,Constraint 1,Penalty Method,0.3,0.8,1.6,10,13,0.9925458472745755,15,50
Booth,Constraint 1,Penalty Method,0.3,0.8,1.6,10,13,1.0,10,10
Booth,Constraint 1,Penalty Method,0.3,0.8,1.6,10,13,0.994112913472534,22,50
Booth,Constraint 1,Penalty Method,0.3,0.8,1.6,10,13,0.9961458642158318,25,50
Booth,Constraint 1,Penalty Method,0.3,0.8,1.6,10,13,0.9698869171149042,17,50
Booth,Constraint 1,Penalty Method,0.3,0.8,1.6,10,13,0.9994164678422017,17,50
Booth,Constraint 1,Penalty Method,0.3,0.8,1.6,10,13,1.0,12,12
Booth,Constraint 1,Penalty Method,0.3,0.8,1.6,10,13,0.997157633682982,21,50
Booth,Constraint 1,Penalty Method,0.3,0.8,1.6,10,13,0.9980094023971879,25,50
Booth,Constraint 1,Penalty Method,0.3,0.8,1.6,10,13,1.0,14,14
Booth,Constraint 1,Penalty Method,0.3,0.8,1.6,10,13,0.9967246904691318,16,50
Booth,Constraint 1,Penalty Method,0.3,0.8,1.6,10,13,1.0,8,8
Booth,Constraint 1,Penalty Method,0.3,0.8,1.6,10,13,1.0,8,8
Booth,Constraint 1,Penalty Method,0.3,0.8,1.6,10,13,0.9976846949868001,18,50
Booth,Constraint 1,Penalty Method,0.3,0.8,1.6,10,13,1.0,10,10
Booth,Constraint 1,Penalty Method,0.3,0.8,1.6,10,13,1.0,31,31
Booth,Constraint 1,Penalty Method,0.3,0.8,1.6,10,13,0.9996282335446285,13,50
Booth,Constraint 1,Penalty Method,0.3,0.8,1.6,10,13,1.0,8,8
Booth,Constraint 1,Penalty Method,0.3,0.8,1.6,10,13,1.0,10,10
Booth,Constraint 1,Penalty Method,0.3,0.8,1.6,10,13,1.0,14,14
Booth,Constraint 1,Penalty Method,0.3,0.8,1.6,10,13,0.9980094023971879,20,50
Booth,Constraint 1,Penalty Method,0.3,0.8,1.6,10,13,1.0,13,13
Booth,Constraint 1,Penalty Method,0.3,0.8,1.6,10,13,0.9992329375667652,21,50
Booth,Constraint 3,Rejection Method,0.3,0.8,1.6,10,13,0.9935199695057388,11,50
Booth,Constraint 3,Rejection Method,0.3,0.8,1.6,10,13,0.9978776370712333,13,13
Booth,Constraint 3,Rejection Method,0.3,0.8,1.6,10,13,0.9978776370712333,17,17
Booth,Constraint 3,Rejection Method,0.3,0.8,1.6,10,13,0.9978494016442432,8,50
Booth,Constraint 3,Rejection Method,0.3,0.8,1.6,10,13,0.9978494016442432,11,50
Booth,Constraint 3,Rejection Method,0.3,0.8,1.6,10,13,0.9978494016442432,18,50
Booth,Constraint 3,Rejection Method,0.3,0.8,1.6,10,13,0.9978494016442432,13,50
Booth,Constraint 3,Rejection Method,0.3,0.8,1.6,10,13,0.9978494016442432,10,50
Booth,Constraint 3,Rejection Method,0.3,0.8,1.6,10,13,0.9978776370712333,14,14
Booth,Constraint 3,Rejection Method,0.3,0.8,1.6,10,13,0.9978776370712333,11,11
Booth,Constraint 3,Rejection Method,0.3,0.8,1.6,10,13,0.9978494016442432,9,50
Booth,Constraint 3,Rejection Method,0.3,0.8,1.6,10,13,0.9978776370712333,17,17
Booth,Constraint 3,Rejection Method,0.3,0.8,1.6,10,13,0.9978776370712333,15,15
Booth,Constraint 3,Rejection Method,0.3,0.8,1.6,10,13,0.9978494016442432,8,50
Booth,Constraint 3,Rejection Method,0.3,0.8,1.6,10,13,0.9977364599362821,9,50
Booth,Constraint 3,Rejection Method,0.3,0.8,1.6,10,13,0.9958446863279357,23,50
Booth,Constraint 3,Rejection Method,0.3,0.8,1.6,10,13,0.9945223271638925,16,50
Booth,Constraint 3,Rejection Method,0.3,0.8,1.6,10,13,0.9978494016442432,11,50
Booth,Constraint 3,Rejection Method,0.3,0.8,1.6,10,13,0.9978776370712333,15,15
Booth,Constraint 3,Rejection Method,0.3,0.8,1.6,10,13,0.9978494016442432,11,50
Booth,Constraint 3,Rejection Method,0.3,0.8,1.6,10,13,0.9978776370712333,12,12
Booth,Constraint 3,Rejection Method,0.3,0.8,1.6,10,13,0.9978776370712333,14,14
Booth,Constraint 3,Rejection Method,0.3,0.8,1.6,10,13,0.9978494016442432,10,50
Booth,Constraint 3,Rejection Method,0.3,0.8,1.6,10,13,0.9978776370712333,12,12
Booth,Constraint 3,Rejection Method,0.3,0.8,1.6,10,13,0.9978776370712333,11,11
Booth,Constraint 3,Rejection Method,0.3,0.8,1.6,10,13,0.9978494016442432,14,50
Booth,Constraint 3,Rejection Method,0.3,0.8,1.6,10,13,0.9978494016442432,8,50
Booth,Constraint 3,Rejection Method,0.3,0.8,1.6,10,13,0.9978776370712333,14,14
Booth,Constraint 3,Rejection Method,0.3,0.8,1.6,10,13,0.9978776370712333,12,12
Booth,Constraint 3,Rejection Method,0.3,0.8,1.6,10,13,0.9978776370712333,12,12
Booth,Constraint 3,Penalty Method,0.3,0.8,1.6,10,13,0.9978776370712333,11,11
Booth,Constraint 3,Penalty Method,0.3,0.8,1.6,10,13,0.9978776370712333,13,13
Booth,Constraint 3,Penalty Method,0.3,0.8,1.6,10,13,0.9978776370712333,6,6
Booth,Constraint 3,Penalty Method,0.3,0.8,1.6,10,13,0.9978776370712333,15,15
Booth,Constraint 3,Penalty Method,0.3,0.8,1.6,10,13,0.9977364599362821,8,50
Booth,Constraint 3,Penalty Method,0.3,0.8,1.6,10,13,0.9978776370712333,14,14
Booth,Constraint 3,Penalty Method,0.3,0.8,1.6,10,13,0.9978776370712333,14,14
Booth,Constraint 3,Penalty Method,0.3,0.8,1.6,10,13,0.9978776370712333,8,8
Booth,Constraint 3,Penalty Method,0.3,0.8,1.6,10,13,0.9977364599362821,9,50
Booth,Constraint 3,Penalty Method,0.3,0.8,1.6,10,13,0.9978494016442432,10,50
Booth,Constraint 3,Penalty Method,0.3,0.8,1.6,10,13,0.9978494016442432,11,50
Booth,Constraint 3,Penalty Method,0.3,0.8,1.6,10,13,0.9978776370712333,10,10
Booth,Constraint 3,Penalty Method,0.3,0.8,1.6,10,13,0.9978776370712333,5,5
Booth,Constraint 3,Penalty Method,0.3,0.8,1.6,10,13,0.9978776370712333,8,8
Booth,Constraint 3,Penalty Method,0.3,0.8,1.6,10,13,0.9978776370712333,11,11
Booth,Constraint 3,Penalty Method,0.3,0.8,1.6,10,13,0.9978776370712333,4,4
Booth,Constraint 3,Penalty Method,0.3,0.8,1.6,10,13,0.9978776370712333,9,9
Booth,Constraint 3,Penalty Method,0.3,0.8,1.6,10,13,0.9978776370712333,11,11
Booth,Constraint 3,Penalty Method,0.3,0.8,1.6,10,13,0.9978776370712333,15,15
Booth,Constraint 3,Penalty Method,0.3,0.8,1.6,10,13,0.9978494016442432,12,50
Booth,Constraint 3,Penalty Method,0.3,0.8,1.6,10,13,0.9978776370712333,31,31
Booth,Constraint 3,Penalty Method,0.3,0.8,1.6,10,13,0.9978776370712333,10,10
Booth,Constraint 3,Penalty Method,0.3,0.8,1.6,10,13,0.9978776370712333,14,14
Booth,Constraint 3,Penalty Method,0.3,0.8,1.6,10,13,0.9978776370712333,11,11
Booth,Constraint 3,Penalty Method,0.3,0.8,1.6,10,13,0.9978776370712333,13,13
Booth,Constraint 3,Penalty Method,0.3,0.8,1.6,10,13,0.9978776370712333,8,8
Booth,Constraint 3,Penalty Method,0.3,0.8,1.6,10,13,0.9978776370712333,10,10
Booth,Constraint 3,Penalty Method,0.3,0.8,1.6,10,13,0.9978776370712333,11,11
Booth,Constraint 3,Penalty Method,0.3,0.8,1.6,10,13,0.9978776370712333,9,9
Booth,Constraint 3,Penalty Method,0.3,0.8,1.6,10,13,0.9978776370712333,13,13
Booth,Constraint 4,Rejection Method,0.3,0.8,1.6,10,13,0.9978776370712333,11,11
Booth,Constraint 4,Rejection Method,0.3,0.8,1.6,10,13,0.9984046983750512,14,50
Booth,Constraint 4,Rejection Method,0.3,0.8,1.6,10,13,1.0,13,13
Booth,Constraint 4,Rejection Method,0.3,0.8,1.6,10,13,0.999985882286505,15,50
Booth,Constraint 4,Rejection Method,0.3,0.8,1.6,10,13,0.9992329375667652,15,50
Booth,Constraint 4,Rejection Method,0.3,0.8,1.6,10,13,0.9945646803043781,14,50
Booth,Constraint 4,Rejection Method,0.3,0.8,1.6,10,13,0.9993223497522343,16,50
Booth,Constraint 4,Rejection Method,0.3,0.8,1.6,10,13,0.9998447051515537,14,50
Booth,Constraint 4,Rejection Method,0.3,0.8,1.6,10,13,0.9935199695057388,11,50
Booth,Constraint 4,Rejection Method,0.3,0.8,1.6,10,13,0.9912987825825064,10,50
Booth,Constraint 4,Rejection Method,0.3,0.8,1.6,10,13,0.9999435291460196,11,50
Booth,Constraint 4,Rejection Method,0.3,0.8,1.6,10,13,0.9995058800276708,13,50
Booth,Constraint 4,Rejection Method,0.3,0.8,1.6,10,13,0.9633504157666625,16,50
Booth,Constraint 4,Rejection Method,0.3,0.8,1.6,10,13,0.9981788149591293,10,50
Booth,Constraint 4,Rejection Method,0.3,0.8,1.6,10,13,0.9998164697245635,23,50
Booth,Constraint 4,Rejection Method,0.3,0.8,1.6,10,13,0.9922070221506925,11,50
Booth,Constraint 4,Rejection Method,0.3,0.8,1.6,10,13,0.9998447051515537,12,50
Booth,Constraint 4,Rejection Method,0.3,0.8,1.6,10,13,0.9836799231996387,12,50
Booth,Constraint 4,Rejection Method,0.3,0.8,1.6,10,13,0.9999811763820066,10,50
Booth,Constraint 4,Rejection Method,0.3,0.8,1.6,10,13,1.0,12,12
Booth,Constraint 4,Rejection Method,0.3,0.8,1.6,10,13,0.9951246829396846,11,50
Booth,Constraint 4,Rejection Method,0.3,0.8,1.6,10,13,0.9911481936385583,8,50
Booth,Constraint 4,Rejection Method,0.3,0.8,1.6,10,13,0.9998870582920392,15,50
Booth,Constraint 4,Rejection Method,0.3,0.8,1.6,10,13,0.9984188160885464,13,50
Booth,Constraint 4,Rejection Method,0.3,0.8,1.6,10,13,0.9976846949868001,12,50
Booth,Constraint 4,Rejection Method,0.3,0.8,1.6,10,13,0.9836799231996387,13,50
Booth,Constraint 4,Rejection Method,0.3,0.8,1.6,10,13,1.0,8,8
Booth,Constraint 4,Rejection Method,0.3,0.8,1.6,10,13,0.999759998870583,15,50
Booth,Constraint 4,Rejection Method,0.3,0.8,1.6,10,13,0.9959340985134049,14,50
Booth,Constraint 4,Rejection Method,0.3,0.8,1.6,10,13,1.0,8,8
Booth,Constraint 4,Penalty Method,0.3,0.8,1.6,10,13,1.0,8,8
Booth,Constraint 4,Penalty Method,0.3,0.8,1.6,10,13,0.9997317634435928,27,50
Booth,Constraint 4,Penalty Method,0.3,0.8,1.6,10,13,1.0,12,12
Booth,Constraint 4,Penalty Method,0.3,0.8,1.6,10,13,1.0,10,10
Booth,Constraint 4,Penalty Method,0.3,0.8,1.6,10,13,1.0,9,9
Booth,Constraint 4,Penalty Method,0.3,0.8,1.6,10,13,1.0,12,12
Booth,Constraint 4,Penalty Method,0.3,0.8,1.6,10,13,0.9836799231996387,27,50
Booth,Constraint 4,Penalty Method,0.3,0.8,1.6,10,13,0.9992094080442733,25,50
Booth,Constraint 4,Penalty Method,0.3,0.8,1.6,10,13,1.0,10,10
Booth,Constraint 4,Penalty Method,0.3,0.8,1.6,10,13,1.0,9,9
Booth,Constraint 4,Penalty Method,0.3,0.8,1.6,10,13,1.0,12,12
Booth,Constraint 4,Penalty Method,0.3,0.8,1.6,10,13,1.0,8,8
Booth,Constraint 4,Penalty Method,0.3,0.8,1.6,10,13,1.0,9,9
Booth,Constraint 4,Penalty Method,0.3,0.8,1.6,10,13,1.0,12,12
Booth,Constraint 4,Penalty Method,0.3,0.8,1.6,10,13,1.0,12,12
Booth,Constraint 4,Penalty Method,0.3,0.8,1.6,10,13,1.0,16,16
Booth,Constraint 4,Penalty Method,0.3,0.8,1.6,10,13,1.0,44,44
Booth,Constraint 4,Penalty Method,0.3,0.8,1.6,10,13,0.9999811763820066,25,50
Booth,Constraint 4,Penalty Method,0.3,0.8,1.6,10,13,1.0,6,6
Booth,Constraint 4,Penalty Method,0.3,0.8,1.6,10,13,0.9209266867138199,10,50
Booth,Constraint 4,Penalty Method,0.3,0.8,1.6,10,13,1.0,11,11
Booth,Constraint 4,Penalty Method,0.3,0.8,1.6,10,13,0.9992658788982537,21,50
Booth,Constraint 4,Penalty Method,0.3,0.8,1.6,10,13,0.9836799231996387,9,50
Booth,Constraint 4,Penalty Method,0.3,0.8,1.6,10,13,1.0,13,13
Booth,Constraint 4,Penalty Method,0.3,0.8,1.6,10,13,1.0,11,11
Booth,Constraint 4,Penalty Method,0.3,0.8,1.6,10,13,1.0,13,13
Booth,Constraint 4,Penalty Method,0.3,0.8,1.6,10,13,0.9996282335446285,21,50
Booth,Constraint 4,Penalty Method,0.3,0.8,1.6,10,13,1.0,13,13
Booth,Constraint 4,Penalty Method,0.3,0.8,1.6,10,13,0.9998447051515537,15,50
Booth,Constraint 4,Penalty Method,0.3,0.8,1.6,10,13,0.9999435291460196,18,50
Langermann,Constraint 1,Penalty Method,0.3,0.8,1.6,25,13,1.0,10,10
Langermann,Constraint 1,Penalty Method,0.3,0.8,1.6,25,13,1.0,9,9
Langermann,Constraint 1,Penalty Method,0.3,0.8,1.6,25,13,1.0,6,6
Langermann,Constraint 1,Penalty Method,0.3,0.8,1.6,25,13,1.0,5,5
Langermann,Constraint 1,Penalty Method,0.3,0.8,1.6,25,13,1.0,9,9
Langermann,Constraint 1,Penalty Method,0.3,0.8,1.6,25,13,1.0,12,12
Langermann,Constraint 1,Penalty Method,0.3,0.8,1.6,25,13,1.0,4,4
Langermann,Constraint 1,Penalty Method,0.3,0.8,1.6,25,13,1.0,7,7
Langermann,Constraint 1,Penalty Method,0.3,0.8,1.6,25,13,1.0,9,9
Langermann,Constraint 1,Penalty Method,0.3,0.8,1.6,25,13,1.0,10,10
Langermann,Constraint 1,Penalty Method,0.3,0.8,1.6,25,13,1.0,8,8
Langermann,Constraint 1,Penalty Method,0.3,0.8,1.6,25,13,1.0,9,9
Langermann,Constraint 1,Penalty Method,0.3,0.8,1.6,25,13,1.0,8,8
Langermann,Constraint 1,Penalty Method,0.3,0.8,1.6,25,13,1.0,7,7
Langermann,Constraint 1,Penalty Method,0.3,0.8,1.6,25,13,1.0,5,5
Langermann,Constraint 1,Penalty Method,0.3,0.8,1.6,25,13,1.0,7,7
Langermann,Constraint 1,Penalty Method,0.3,0.8,1.6,25,13,1.0,9,9
Langermann,Constraint 1,Penalty Method,0.3,0.8,1.6,25,13,1.0,6,6
Langermann,Constraint 1,Penalty Method,0.3,0.8,1.6,25,13,1.0,13,13
Langermann,Constraint 1,Penalty Method,0.3,0.8,1.6,25,13,1.0,9,9
Langermann,Constraint 1,Penalty Method,0.3,0.8,1.6,25,13,1.0,10,10
Langermann,Constraint 1,Penalty Method,0.3,0.8,1.6,25,13,1.0,8,8
Langermann,Constraint 1,Penalty Method,0.3,0.8,1.6,25,13,1.0,9,9
Langermann,Constraint 1,Penalty Method,0.3,0.8,1.6,25,13,1.0,9,9
Langermann,Constraint 1,Penalty Method,0.3,0.8,1.6,25,13,1.0,9,9
Langermann,Constraint 1,Penalty Method,0.3,0.8,1.6,25,13,1.0,7,7
Langermann,Constraint 1,Penalty Method,0.3,0.8,1.6,25,13,1.0,10,10
Langermann,Constraint 1,Penalty Method,0.3,0.8,1.6,25,13,1.0,10,10
Langermann,Constraint 1,Penalty Method,0.3,0.8,1.6,25,13,1.0,8,8
Langermann,Constraint 1,Penalty Method,0.3,0.8,1.6,25,13,1.0,9,9
Langermann,Constraint 3,Rejection Method,0.3,0.8,1.6,25,13,1.0,8,8
Langermann,Constraint 3,Rejection Method,0.3,0.8,1.6,25,13,1.0,9,9
Langermann,Constraint 3,Rejection Method,0.3,0.8,1.6,25,13,1.0,11,11
Langermann,Constraint 3,Rejection Method,0.3,0.8,1.6,25,13,1.0,7,7
Langermann,Constraint 3,Rejection Method,0.3,0.8,1.6,25,13,1.0,13,13
Langermann,Constraint 3,Rejection Method,0.3,0.8,1.6,25,13,1.0,4,4
Langermann,Constraint 3,Rejection Method,0.3,0.8,1.6,25,13,1.0,8,8
Langermann,Constraint 3,Rejection Method,0.3,0.8,1.6,25,13,1.0,16,16
Langermann,Constraint 3,Rejection Method,0.3,0.8,1.6,25,13,1.0,7,7
