Fitness Function,Constraint,Constraint Handling Method,Particle Inertia,Personal Confidence,Swarm Confidence,Population Size,Particle Speed Limit,Final Fitness,Optimum Found After,Iterations
Langermann,Constraint 4,Rejection Method,0.25,0.8,1.6,13,13,1.0,8,8
Langermann,Constraint 4,Rejection Method,0.25,0.8,1.6,13,13,0.5667129705070789,5,50
Langermann,Constraint 4,Rejection Method,0.25,0.8,1.6,13,13,0.9986908402786541,14,50
Langermann,Constraint 4,Rejection Method,0.25,0.8,1.6,13,13,0.8378350305143288,10,50
Langermann,Constraint 4,Rejection Method,0.25,0.8,1.6,13,13,1.0,12,12
Langermann,Constraint 4,Rejection Method,0.25,0.8,1.6,13,13,0.9959614047696533,10,50
Langermann,Constraint 4,Rejection Method,0.25,0.8,1.6,13,13,0.999898714386866,14,50
Langermann,Constraint 4,Rejection Method,0.25,0.8,1.6,13,13,0.9812124007527753,26,50
Langermann,Constraint 4,Rejection Method,0.25,0.8,1.6,13,13,0.5359594752384623,11,50
Langermann,Constraint 4,Rejection Method,0.25,0.8,1.6,13,13,1.0,9,9
Langermann,Constraint 4,Rejection Method,0.25,0.8,1.6,13,13,1.0,34,34
Langermann,Constraint 4,Rejection Method,0.25,0.8,1.6,13,13,1.0,9,9
Langermann,Constraint 4,Rejection Method,0.25,0.8,1.6,13,13,0.999898714386866,8,50
Langermann,Constraint 4,Rejection Method,0.25,0.8,1.6,13,13,1.0,11,11
Langermann,Constraint 4,Rejection Method,0.25,0.8,1.6,13,13,1.0,8,8
Langermann,Constraint 4,Rejection Method,0.25,0.8,1.6,13,13,0.9984040610211258,8,50
Langermann,Constraint 4,Rejection Method,0.25,0.8,1.6,13,13,0.5515676683488288,10,50
Langermann,Constraint 4,Rejection Method,0.25,0.8,1.6,13,13,0.9986908402786541,16,50
Langermann,Constraint 4,Penalty Method,0.25,0.8,1.6,13,13,1.0,8,8
Langermann,Constraint 4,Penalty Method,0.25,0.8,1.6,13,13,1.0,17,17
Langermann,Constraint 4,Penalty Method,0.25,0.8,1.6,13,13,1.0,12,12
Langermann,Constraint 4,Penalty Method,0.25,0.8,1.6,13,13,1.0,8,8
Langermann,Constraint 4,Penalty Method,0.25,0.8,1.6,13,13,1.0,8,8
Langermann,Constraint 4,Penalty Method,0.25,0.8,1.6,13,13,1.0,9,9
Langermann,Constraint 4,Penalty Method,0.25,0.8,1.6,13,13,1.0,10,10
Langermann,Constraint 4,Penalty Method,0.25,0.8,1.6,13,13,0.5667129705070789,7,50
Langermann,Constraint 4,Penalty Method,0.25,0.8,1.6,13,13,1.0,10,10
Langermann,Constraint 4,Penalty Method,0.25,0.8,1.6,13,13,1.0,12,12
Langermann,Constraint 4,Penalty Method,0.25,0.8,1.6,13,13,1.0,13,13
Langermann,Constraint 4,Penalty Method,0.25,0.8,1.6,13,13,1.0,16,16
Langermann,Constraint 4,Penalty Method,0.25,0.8,1.6,13,13,1.0,11,11
Langermann,Constraint 4,Penalty Method,0.25,0.8,1.6,13,13,1.0,13,13
Langermann,Constraint 4,Penalty Method,0.25,0.8,1.6,13,13,1.0,14,14
Langermann,Constraint 4,Penalty Method,0.25,0.8,1.6,13,13,1.0,12,12
Langermann,Constraint 4,Penalty Method,0.25,0.8,1.6,13,13,1.0,13,13
Langermann,Constraint 4,Penalty Method,0.25,0.8,1.6,13,13,1.0,20,20
Langermann,Constraint 4,Penalty Method,0.25,0.8,1.6,13,13,0.5653604752226388,5,50
Langermann,Constraint 4,Penalty Method,0.25,0.8,1.6,13,13,1.0,36,36
Langermann,Constraint 4,Penalty Method,0.25,0.8,1.6,13,13,1.0,9,9
Langermann,Constraint 4,Penalty Method,0.25,0.8,1.6,13,13,1.0,11,11
Langermann,Constraint 4,Penalty Method,0.25,0.8,1.6,13,13,1.0,9,9
Langermann,Constraint 4,Penalty Method,0.25,0.8,1.6,13,13,1.0,49,49
Langermann,Constraint 4,Penalty Method,0.25,0.8,1.6,13,13,1.0,9,9
Langermann,Constraint 4,Penalty Method,0.25,0.8,1.6,13,13,1.0,16,16
Langermann,Constraint 4,Penalty Method,0.25,0.8,1.6,13,13,1.0,9,9
Langermann,Constraint 4,Penalty Method,0.25,0.8,1.6,13,13,1.0,10,10
Langermann,Constraint 4,Penalty Method,0.25,0.8,1.6,13,13,1.0,15,15
Langermann,Constraint 4,Penalty Method,0.25,0.8,1.6,13,13,1.0,9,9
Schaffer,Constraint 1,Penalty Method,0.25,0.8,1.6,13,13,1.0,9,9
Schaffer,Constraint 1,Penalty Method,0.25,0.8,1.6,13,13,0.9992952506441721,17,50
Schaffer,Constraint 1,Penalty Method,0.25,0.8,1.6,13,13,0.9992952506441721,11,50
Schaffer,Constraint 1,Penalty Method,0.25,0.8,1.6,13,13,1.0,12,12
Schaffer,Constraint 1,Penalty Method,0.25,0.8,1.6,13,13,1.0,18,18
Schaffer,Constraint 1,Penalty Method,0.25,0.8,1.6,13,13,1.0,43,43
Schaffer,Constraint 1,Penalty Method,0.25,0.8,1.6,13,13,1.0,11,11
Schaffer,Constraint 1,Penalty Method,0.25,0.8,1.6,13,13,1.0,12,12
Schaffer,Constraint 1,Penalty Method,0.25,0.8,1.6,13,13,0.9992952506441721,10,50
Schaffer,Constraint 1,Penalty Method,0.25,0.8,1.6,13,13,1.0,11,11
Schaffer,Constraint 1,Penalty Method,0.25,0.8,1.6,13,13,1.0,9,9
Schaffer,Constraint 1,Penalty Method,0.25,0.8,1.6,13,13,0.9992952506441721,12,50
Schaffer,Constraint 1,Penalty Method,0.25,0.8,1.6,13,13,0.9992952506441721,20,50
Schaffer,Constraint 1,Penalty Method,0.25,0.8,1.6,13,13,0.9992952506441721,31,50
Schaffer,Constraint 1,Penalty Method,0.25,0.8,1.6,13,13,0.575236394856088,13,50
Schaffer,Constraint 1,Penalty Method,0.25,0.8,1.6,13,13,0.9327810593143057,16,50
Schaffer,Constraint 1,Penalty Method,0.25,0.8,1.6,13,13,1.0,9,9
Schaffer,Constraint 1,Penalty Method,0.25,0.8,1.6,13,13,0.7634769708101384,12,50
Schaffer,Constraint 1,Penalty Method,0.25,0.8,1.6,13,13,0.9992952506441721,15,50
Schaffer,Constraint 1,Penalty Method,0.25,0.8,1.6,13,13,0.8732565827981628,15,50
Schaffer,Constraint 1,Penalty Method,0.25,0.8,1.6,13,13,0.8598745252464625,15,50
Schaffer,Constraint 1,Penalty Method,0.25,0.8,1.6,13,13,0.9992952506441721,11,50
Schaffer,Constraint 1,Penalty Method,0.25,0.8,1.6,13,13,0.9063217751455989,21,50
Schaffer,Constraint 1,Penalty Method,0.25,0.8,1.6,13,13,1.0,10,10
Schaffer,Constraint 1,Penalty Method,0.25,0.8,1.6,13,13,0.6662915664435364,26,50
Schaffer,Constraint 1,Penalty Method,0.25,0.8,1.6,13,13,1.0,15,15
Schaffer,Constraint 1,Penalty Method,0.25,0.8,1.6,13,13,1.0,12,12
Schaffer,Constraint 1,Penalty Method,0.25,0.8,1.6,13,13,1.0,15,15
Schaffer,Constraint 1,Penalty Method,0.25,0.8,1.6,13,13,0.8732565827981628,10,50
Schaffer,Constraint 1,Penalty Method,0.25,0.8,1.6,13,13,0.9992952506441721,10,50
Schaffer,Constraint 3,Rejection Method,0.25,0.8,1.6,13,13,0.5807151079316457,2,50
Schaffer,Constraint 3,Rejection Method,0.25,0.8,1.6,13,13,1.0,15,15
Schaffer,Constraint 3,Rejection Method,0.25,0.8,1.6,13,13,0.9992952506441721,5,50
Schaffer,Constraint 3,Rejection Method,0.25,0.8,1.6,13,13,1.0,12,12
Schaffer,Constraint 3,Rejection Method,0.25,0.8,1.6,13,13,0.9992952506441721,8,50
Schaffer,Constraint 3,Rejection Method,0.25,0.8,1.6,13,13,1.0,8,8
Schaffer,Constraint 3,Rejection Method,0.25,0.8,1.6,13,13,1.0,4,4
Schaffer,Constraint 3,Rejection Method,0.25,0.8,1.6,13,13,1.0,13,13
Schaffer,Constraint 3,Rejection Method,0.25,0.8,1.6,13,13,1.0,29,29
Schaffer,Constraint 3,Rejection Method,0.25,0.8,1.6,13,13,1.0,12,12
Schaffer,Constraint 3,Rejection Method,0.25,0.8,1.6,13,13,1.0,7,7
Schaffer,Constraint 3,Rejection Method,0.25,0.8,1.6,13,13,1.0,14,14
Schaffer,Constraint 3,Rejection Method,0.25,0.8,1.6,13,13,1.0,25,25
Schaffer,Constraint 3,Rejection Method,0.25,0.8,1.6,13,13,0.9992952506441721,9,50
Schaffer,Constraint 3,Rejection Method,0.25,0.8,1.6,13,13,1.0,14,14
Schaffer,Constraint 3,Rejection Method,0.25,0.8,1.6,13,13,1.0,6,6
Schaffer,Constraint 3,Rejection Method,0.25,0.8,1.6,13,13,1.0,29,29
Schaffer,Constraint 3,Rejection Method,0.25,0.8,1.6,13,13,0.9619170347814971,18,50
Schaffer,Constraint 3,Rejection Method,0.25,0.8,1.6,13,13,0.672031536722341,4,50
Schaffer,Constraint 3,Rejection Method,0.25,0.8,1.6,13,13,1.0,2,2
Schaffer,Constraint 3,Rejection Method,0.25,0.8,1.6,13,13,1.0,14,14
Schaffer,Constraint 3,Rejection Method,0.25,0.8,1.6,13,13,1.0,23,23
Schaffer,Constraint 3,Rejection Method,0.25,0.8,1.6,13,13,1.0,15,15
Schaffer,Constraint 3,Rejection Method,0.25,0.8,1.6,13,13,1.0,11,11
Schaffer,Constraint 3,Rejection Method,0.25,0.8,1.6,13,13,0.9992952506441721,14,50
Schaffer,Constraint 3,Rejection Method,0.25,0.8,1.6,13,13,1.0,10,10
Schaffer,Constraint 3,Rejection Method,0.25,0.8,1.6,13,13,0.9992952506441721,9,50
Schaffer,Constraint 3,Rejection Method,0.25,0.8,1.6,13,13,1.0,8,8
Schaffer,Constraint 3,Rejection Method,0.25,0.8,1.6,13,13,0.9992952506441721,9,50
Schaffer,Constraint 3,Rejection Method,0.25,0.8,1.6,13,13,0.9992952506441721,10,50
Schaffer,Constraint 3,Penalty Method,0.25,0.8,1.6,13,13,1.0,16,16
Schaffer,Constraint 3,Penalty Method,0.25,0.8,1.6,13,13,1.0,12,12
Schaffer,Constraint 3,Penalty Method,0.25,0.8,1.6,13,13,1.0,13,13
Schaffer,Constraint 3,Penalty Method,0.25,0.8,1.6,13,13,0.9992952506441721,7,50
Schaffer,Constraint 3,Penalty Method,0.25,0.8,1.6,13,13,0.9992952506441721,11,50
Schaffer,Constraint 3,Penalty Method,0.25,0.8,1.6,13,13,0.5871482270586396,28,50
Schaffer,Constraint 3,Penalty Method,0.25,0.8,1.6,13,13,1.0,13,13
Schaffer,Constraint 3,Penalty Method,0.25,0.8,1.6,13,13,0.9992952506441721,11,50
Schaffer,Constraint 3,Penalty Method,0.25,0.8,1.6,13,13,0.9992952506441721,10,50
Schaffer,Constraint 3,Penalty Method,0.25,0.8,1.6,13,13,1.0,49,49
Schaffer,Constraint 3,Penalty Method,0.25,0.8,1.6,13,13,0.9992952506441721,14,50
Schaffer,Constraint 3,Penalty Method,0.25,0.8,1.6,13,13,1.0,2,2
Schaffer,Constraint 3,Penalty Method,0.25,0.8,1.6,13,13,1.0,11,11
Schaffer,Constraint 3,Penalty Method,0.25,0.8,1.6,13,13,1.0,10,10
Schaffer,Constraint 3,Penalty Method,0.25,0.8,1.6,13,13,0.9992952506441721,11,50
Schaffer,Constraint 3,Penalty Method,0.25,0.8,1.6,13,13,0.9992952506441721,16,50
Schaffer,Constraint 3,Penalty Method,0.25,0.8,1.6,13,13,1.0,10,10
Schaffer,Constraint 3,Penalty Method,0.25,0.8,1.6,13,13,1.0,9,9
Schaffer,Constraint 3,Penalty Method,0.25,0.8,1.6,13,13,1.0,14,14
Schaffer,Constraint 3,Penalty Method,0.25,0.8,1.6,13,13,1.0,14,14
Schaffer,Constraint 3,Penalty Method,0.25,0.8,1.6,13,13,1.0,10,10
Schaffer,Constraint 3,Penalty Method,0.25,0.8,1.6,13,13,0.9992952506441721,7,50
Schaffer,Constraint 3,Penalty Method,0.25,0.8,1.6,13,13,0.9992952506441721,8,50
Schaffer,Constraint 3,Penalty Method,0.25,0.8,1.6,13,13,0.9992952506441721,11,50
Schaffer,Constraint 3,Penalty Method,0.25,0.8,1.6,13,13,1.0,7,7
Schaffer,Constraint 3,Penalty Method,0.25,0.8,1.6,13,13,1.0,9,9
Schaffer,Constraint 3,Penalty Method,0.25,0.8,1.6,13,13,0.9992952506441721,7,50
Schaffer,Constraint 3,Penalty Method,0.25,0.8,1.6,13,13,1.0,10,10
Schaffer,Constraint 3,Penalty Method,0.25,0.8,1.6,13,13,0.9992952506441721,8,50
Schaffer,Constraint 3,Penalty Method,0.25,0.8,1.6,13,13,1.0,12,12
Schaffer,Constraint 4,Rejection Method,0.25,0.8,1.6,13,13,0.8732565827981628,10,50
Schaffer,Constraint 4,Rejection Method,0.25,0.8,1.6,13,13,0.9992952506441721,15,50
Schaffer,Constraint 4,Rejection Method,0.25,0.8,1.6,13,13,0.9992952506441721,19,50
Schaffer,Constraint 4,Rejection Method,0.25,0.8,1.6,13,13,0.9992952506441721,10,50
Schaffer,Constraint 4,Rejection Method,0.25,0.8,1.6,13,13,0.9992952506441721,11,50
Schaffer,Constraint 4,Rejection Method,0.25,0.8,1.6,13,13,0.9992952506441721,7,50
Schaffer,Constraint 4,Rejection Method,0.25,0.8,1.6,13,13,0.9992952506441721,11,50
Schaffer,Constraint 4,Rejection Method,0.25,0.8,1.6,13,13,1.0,11,11
Schaffer,Constraint 4,Rejection Method,0.25,0.8,1.6,13,13,1.0,8,8
Schaffer,Constraint 4,Rejection Method,0.25,0.8,1.6,13,13,1.0,2,2
Schaffer,Constraint 4,Rejection Method,0.25,0.8,1.6,13,13,1.0,6,6
Schaffer,Constraint 4,Rejection Method,0.25,0.8,1.6,13,13,0.863633061496823,10,50
Schaffer,Constraint 4,Rejection Method,0.25,0.8,1.6,13,13,0.680906062282291,9,50
Schaffer,Constraint 4,Rejection Method,0.25,0.8,1.6,13,13,1.0,29,29
Schaffer,Constraint 4,Rejection Method,0.25,0.8,1.6,13,13,1.0,11,11
Schaffer,Constraint 4,Rejection Method,0.25,0.8,1.6,13,13,1.0,11,11
Schaffer,Constraint 4,Rejection Method,0.25,0.8,1.6,13,13,0.8038138036872304,13,50
Schaffer,Constraint 4,Rejection Method,0.25,0.8,1.6,13,13,1.0,11,11
Schaffer,Constraint 4,Rejection Method,0.25,0.8,1.6,13,13,0.9992952506441721,7,50
Schaffer,Constraint 4,Rejection Method,0.25,0.8,1.6,13,13,1.0,12,12
Schaffer,Constraint 4,Rejection Method,0.25,0.8,1.6,13,13,0.9842895345843514,26,50
Schaffer,Constraint 4,Rejection Method,0.25,0.8,1.6,13,13,0.9992952506441721,10,50
Schaffer,Constraint 4,Rejection Method,0.25,0.8,1.6,13,13,0.8368872741001464,13,50
Schaffer,Constraint 4,Rejection Method,0.25,0.8,1.6,13,13,0.8732565827981628,7,50
Schaffer,Constraint 4,Rejection Method,0.25,0.8,1.6,13,13,1.0,10,10
Schaffer,Constraint 4,Rejection Method,0.25,0.8,1.6,13,13,0.8723690199716857,33,50
Schaffer,Constraint 4,Rejection Method,0.25,0.8,1.6,13,13,0.9992952506441721,24,50
Schaffer,Constraint 4,Rejection Method,0.25,0.8,1.6,13,13,0.8310724429367105,20,50
Schaffer,Constraint 4,Rejection Method,0.25,0.8,1.6,13,13,1.0,12,12
Schaffer,Constraint 4,Rejection Method,0.25,0.8,1.6,13,13,1.0,9,9
Schaffer,Constraint 4,Penalty Method,0.25,0.8,1.6,13,13,1.0,10,10
Schaffer,Constraint 4,Penalty Method,0.25,0.8,1.6,13,13,0.9992952506441721,12,50
Schaffer,Constraint 4,Penalty Method,0.25,0.8,1.6,13,13,1.0,13,13
Schaffer,Constraint 4,Penalty Method,0.25,0.8,1.6,13,13,1.0,19,19
Schaffer,Constraint 4,Penalty Method,0.25,0.8,1.6,13,13,0.9992952506441721,13,50
Schaffer,Constraint 4,Penalty Method,0.25,0.8,1.6,13,13,1.0,8,8
Schaffer,Constraint 4,Penalty Method,0.25,0.8,1.6,13,13,0.7398380027344629,16,50
Schaffer,Constraint 4,Penalty Method,0.25,0.8,1.6,13,13,1.0,6,6
Schaffer,Constraint 4,Penalty Method,0.25,0.8,1.6,13,13,1.0,15,15
Schaffer,Constraint 4,Penalty Method,0.25,0.8,1.6,13,13,0.6849151147080743,11,50
Schaffer,Constraint 4,Penalty Method,0.25,0.8,1.6,13,13,1.0,7,7
Schaffer,Constraint 4,Penalty Method,0.25,0.8,1.6,13,13,0.9992952506441721,15,50
Schaffer,Constraint 4,Penalty Method,0.25,0.8,1.6,13,13,0.9619170347814971,15,50
Schaffer,Constraint 4,Penalty Method,0.25,0.8,1.6,13,13,1.0,8,8
Schaffer,Constraint 4,Penalty Method,0.25,0.8,1.6,13,13,1.0,10,10
Schaffer,Constraint 4,Penalty Method,0.25,0.8,1.6,13,13,0.8732565827981628,9,50
Schaffer,Constraint 4,Penalty Method,0.25,0.8,1.6,13,13,1.0,19,19
Schaffer,Constraint 4,Penalty Method,0.25,0.8,1.6,13,13,1.0,8,8
Schaffer,Constraint 4,Penalty Method,0.25,0.8,1.6,13,13,0.8732565827981628,8,50
Schaffer,Constraint 4,Penalty Method,0.25,0.8,1.6,13,13,1.0,10,10
Schaffer,Constraint 4,Penalty Method,0.25,0.8,1.6,13,13,1.0,13,13
Schaffer,Constraint 4,Penalty Method,0.25,0.8,1.6,13,13,0.9992952506441721,17,50
Schaffer,Constraint 4,Penalty Method,0.25,0.8,1.6,13,13,0.7032350167954017,27,50
Schaffer,Constraint 4,Penalty Method,0.25,0.8,1.6,13,13,1.0,7,7
Schaffer,Constraint 4,Penalty Method,0.25,0.8,1.6,13,13,1.0,26,26
Schaffer,Constraint 4,Penalty Method,0.25,0.8,1.6,13,13,1.0,13,13
Schaffer,Constraint 4,Penalty Method,0.25,0.8,1.6,13,13,1.0,15,15
Schaffer,Constraint 4,Penalty Method,0.25,0.8,1.6,13,13,0.9992952506441721,21,50
Schaffer,Constraint 4,Penalty Method,0.25,0.8,1.6,13,13,1.0,17,17
Schaffer,Constraint 4,Penalty Method,0.25,0.8,1.6,13,13,0.9992952506441721,11,50
Booth,Constraint 1,Penalty Method,0.25,0.8,1.6,13,13,0.9992952506441721,12,50
Booth,Constraint 1,Penalty Method,0.25,0.8,1.6,13,13,1.0,14,14
Booth,Constraint 1,Penalty Method,0.25,0.8,1.6,13,13,1.0,7,7
Booth,Constraint 1,Penalty Method,0.25,0.8,1.6,13,13,1.0,13,13
Booth,Constraint 1,Penalty Method,0.25,0.8,1.6,13,13,0.9999435291460196,18,50
Booth,Constraint 1,Penalty Method,0.25,0.8,1.6,13,13,0.9999576468595148,18,50
Booth,Constraint 1,Penalty Method,0.25,0.8,1.6,13,13,0.9999105878145311,11,50
Booth,Constraint 1,Penalty Method,0.25,0.8,1.6,13,13,1.0,11,11
Booth,Constraint 1,Penalty Method,0.25,0.8,1.6,13,13,1.0,10,10
Booth,Constraint 1,Penalty Method,0.25,0.8,1.6,13,13,1.0,10,10
Booth,Constraint 1,Penalty Method,0.25,0.8,1.6,13,13,1.0,10,10
Booth,Constraint 1,Penalty Method,0.25,0.8,1.6,13,13,1.0,11,11
Booth,Constraint 1,Penalty Method,0.25,0.8,1.6,13,13,1.0,10,10
Booth,Constraint 1,Penalty Method,0.25,0.8,1.6,13,13,1.0,11,11
Booth,Constraint 1,Penalty Method,0.25,0.8,1.6,13,13,0.9996564689716189,41,50
Booth,Constraint 1,Penalty Method,0.25,0.8,1.6,13,13,0.9999105878145311,13,50
Booth,Constraint 1,Penalty Method,0.25,0.8,1.6,13,13,0.9970493978795194,16,50
Booth,Constraint 1,Penalty Method,0.25,0.8,1.6,13,13,1.0,12,12
Booth,Constraint 1,Penalty Method,0.25,0.8,1.6,13,13,1.0,10,10
Booth,Constraint 1,Penalty Method,0.25,0.8,1.6,13,13,1.0,13,13
Booth,Constraint 1,Penalty Method,0.25,0.8,1.6,13,13,1.0,7,7
Booth,Constraint 1,Penalty Method,0.25,0.8,1.6,13,13,1.0,9,9
Booth,Constraint 1,Penalty Method,0.25,0.8,1.6,13,13,1.0,15,15
Booth,Constraint 1,Penalty Method,0.25,0.8,1.6,13,13,1.0,10,10
Booth,Constraint 1,Penalty Method,0.25,0.8,1.6,13,13,1.0,18,18
Booth,Constraint 1,Penalty Method,0.25,0.8,1.6,13,13,0.9963858653452488,16,50
Booth,Constraint 1,Penalty Method,0.25,0.8,1.6,13,13,1.0,11,11
Booth,Constraint 1,Penalty Method,0.25,0.8,1.6,13,13,0.9981788149591293,26,50
Booth,Constraint 1,Penalty Method,0.25,0.8,1.6,13,13,1.0,14,14
Booth,Constraint 1,Penalty Method,0.25,0.8,1.6,13,13,1.0,12,12
Booth,Constraint 3,Rejection Method,0.25,0.8,1.6,13,13,0.9701833890983018,2,50
Booth,Constraint 3,Rejection Method,0.25,0.8,1.6,13,13,0.9978776370712333,10,10
Booth,Constraint 3,Rejection Method,0.25,0.8,1.6,13,13,0.9978776370712333,13,13
Booth,Constraint 3,Rejection Method,0.25,0.8,1.6,13,13,0.9978776370712333,12,12
Booth,Constraint 3,Rejection Method,0.25,0.8,1.6,13,13,0.9978776370712333,12,12
Booth,Constraint 3,Rejection Method,0.25,0.8,1.6,13,13,0.9978776370712333,9,9
Booth,Constraint 3,Rejection Method,0.25,0.8,1.6,13,13,0.9978776370712333,8,8
Booth,Constraint 3,Rejection Method,0.25,0.8,1.6,13,13,0.9978776370712333,8,8
Booth,Constraint 3,Rejection Method,0.25,0.8,1.6,13,13,0.9978776370712333,14,14
Booth,Constraint 3,Rejection Method,0.25,0.8,1.6,13,13,0.9978494016442432,9,50
Booth,Constraint 3,Rejection Method,0.25,0.8,1.6,13,13,0.9978494016442432,12,50
Booth,Constraint 3,Rejection Method,0.25,0.8,1.6,13,13,0.9978776370712333,12,12
Booth,Constraint 3,Rejection Method,0.25,0.8,1.6,13,13,0.9978776370712333,16,16
Booth,Constraint 3,Rejection Method,0.25,0.8,1.6,13,13,0.9978776370712333,11,11
Booth,Constraint 3,Rejection Method,0.25,0.8,1.6,13,13,0.9978776370712333,13,13
Booth,Constraint 3,Rejection Method,0.25,0.8,1.6,13,13,0.9978776370712333,16,16
Booth,Constraint 3,Rejection Method,0.25,0.8,1.6,13,13,0.9978776370712333,12,12
Booth,Constraint 3,Rejection Method,0.25,0.8,1.6,13,13,0.9977364599362821,15,50
Booth,Constraint 3,Rejection Method,0.25,0.8,1.6,13,13,0.9976846949868001,10,50
Booth,Constraint 3,Rejection Method,0.25,0.8,1.6,13,13,0.9978776370712333,9,9
Booth,Constraint 3,Rejection Method,0.25,0.8,1.6,13,13,0.9978776370712333,10,10
Booth,Constraint 3,Rejection Method,0.25,0.8,1.6,13,13,0.9978494016442432,7,50
Booth,Constraint 3,Rejection Method,0.25,0.8,1.6,13,13,0.9978494016442432,12,50
Booth,Constraint 3,Rejection Method,0.25,0.8,1.6,13,13,0.9978776370712333,8,8
Booth,Constraint 3,Rejection Method,0.25,0.8,1.6,13,13,0.9978776370712333,7,7
Booth,Constraint 3,Rejection Method,0.25,0.8,1.6,13,13,0.9978776370712333,10,10
Booth,Constraint 3,Rejection Method,0.25,0.8,1.6,13,13,0.9978776370712333,14,14
Booth,Constraint 3,Rejection Method,0.25,0.8,1.6,13,13,0.9976517536553114,17,50
Booth,Constraint 3,Rejection Method,0.25,0.8,1.6,13,13,0.9978776370712333,9,9
Booth,Constraint 3,Rejection Method,0.25,0.8,1.6,13,13,0.9978776370712333,11,11
Booth,Constraint 3,Penalty Method,0.25,0.8,1.6,13,13,0.9978776370712333,9,9
Booth,Constraint 3,Penalty Method,0.25,0.8,1.6,13,13,0.9978776370712333,9,9
Booth,Constraint 3,Penalty Method,0.25,0.8,1.6,13,13,0.9978776370712333,13,13
Booth,Constraint 3,Penalty Method,0.25,0.8,1.6,13,13,0.9978776370712333,8,8
Booth,Constraint 3,Penalty Method,0.25,0.8,1.6,13,13,0.9978494016442432,10,50
Booth,Constraint 3,Penalty Method,0.25,0.8,1.6,13,13,0.9978776370712333,9,9
Booth,Constraint 3,Penalty Method,0.25,0.8,1.6,13,13,0.9978494016442432,12,50
Booth,Constraint 3,Penalty Method,0.25,0.8,1.6,13,13,0.9978776370712333,9,9
Booth,Constraint 3,Penalty Method,0.25,0.8,1.6,13,13,0.9978776370712333,9,9
Booth,Constraint 3,Penalty Method,0.25,0.8,1.6,13,13,0.9978776370712333,14,14
Booth,Constraint 3,Penalty Method,0.25,0.8,1.6,13,13,0.9978776370712333,13,13
Booth,Constraint 3,Penalty Method,0.25,0.8,1.6,13,13,0.9978776370712333,10,10
Booth,Constraint 3,Penalty Method,0.25,0.8,1.6,13,13,0.9978776370712333,12,12
Booth,Constraint 3,Penalty Method,0.25,0.8,1.6,13,13,0.9977364599362821,14,50
Booth,Constraint 3,Penalty Method,0.25,0.8,1.6,13,13,0.9978776370712333,9,9
Booth,Constraint 3,Penalty Method,0.25,0.8,1.6,13,13,0.9978776370712333,9,9
Booth,Constraint 3,Penalty Method,0.25,0.8,1.6,13,13,0.9978776370712333,13,13
Booth,Constraint 3,Penalty Method,0.25,0.8,1.6,13,13,0.9978776370712333,17,17
Booth,Constraint 3,Penalty Method,0.25,0.8,1.6,13,13,0.9977364599362821,11,50
Booth,Constraint 3,Penalty Method,0.25,0.8,1.6,13,13,0.9978776370712333,12,12
Booth,Constraint 3,Penalty Method,0.25,0.8,1.6,13,13,0.9978494016442432,12,50
Booth,Constraint 3,Penalty Method,0.25,0.8,1.6,13,13,0.9978776370712333,10,10
Booth,Constraint 3,Penalty Method,0.25,0.8,1.6,13,13,0.9977364599362821,9,50
Booth,Constraint 3,Penalty Method,0.25,0.8,1.6,13,13,0.9978776370712333,9,9
Booth,Constraint 3,Penalty Method,0.25,0.8,1.6,13,13,0.9978776370712333,9,9
Booth,Constraint 3,Penalty Method,0.25,0.8,1.6,13,13,0.9978776370712333,14,14
Booth,Constraint 3,Penalty Method,0.25,0.8,1.6,13,13,0.9978776370712333,13,13
Booth,Constraint 3,Penalty Method,0.25,0.8,1.6,13,13,0.9978776370712333,7,7
Booth,Constraint 3,Penalty Method,0.25,0.8,1.6,13,13,0.9978776370712333,11,11
Booth,Constraint 3,Penalty Method,0.25,0.8,1.6,13,13,0.9978776370712333,9,9
Booth,Constraint 4,Rejection Method,0.25,0.8,1.6,13,13,0.9978776370712333,10,10
Booth,Constraint 4,Rejection Method,0.25,0.8,1.6,13,13,0.999985882286505,11,50
Booth,Constraint 4,Rejection Method,0.25,0.8,1.6,13,13,0.9963858653452488,12,50
Booth,Constraint 4,Rejection Method,0.25,0.8,1.6,13,13,0.9922070221506925,9,50
Booth,Constraint 4,Rejection Method,0.25,0.8,1.6,13,13,1.0,11,11
Booth,Constraint 4,Rejection Method,0.25,0.8,1.6,13,13,0.9998447051515537,12,50
Booth,Constraint 4,Rejection Method,0.25,0.8,1.6,13,13,1.0,11,11
Booth,Constraint 4,Rejection Method,0.25,0.8,1.6,13,13,1.0,10,10
Booth,Constraint 4,Rejection Method,0.25,0.8,1.6,13,13,0.9996047040221367,12,50
Booth,Constraint 4,Rejection Method,0.25,0.8,1.6,13,13,1.0,8,8
Booth,Constraint 4,Rejection Method,0.25,0.8,1.6,13,13,0.9999105878145311,11,50
Booth,Constraint 4,Rejection Method,0.25,0.8,1.6,13,13,0.9996282335446285,7,50
Booth,Constraint 4,Rejection Method,0.25,0.8,1.6,13,13,0.998023520110683,14,50
Booth,Constraint 4,Rejection Method,0.25,0.8,1.6,13,13,0.9807246151746598,20,50
Booth,Constraint 4,Rejection Method,0.25,0.8,1.6,13,13,0.9994729386961821,13,50
